c Random Network
p max  1000    8000
n         1  s
n      1000  t
a      41     123      95
a     111     849      56
a      36       2      59
a     938     404      71
a      33      36      36
a      50     538      46
a     325     229      15
a     167     937      73
a     686      27       1
a     735     108      96
a      80     559      99
a      89     355      23
a     305      31      79
a     387     138      21
a     139     188       5
a     855     483      46
a     588     415      98
a     290     712      89
a      54     252       2
a     231     320      94
a     413      41       5
a     835     940      23
a     844      93      37
a     259     575      41
a     922     720      76
a     109     132      58
a     825     607      10
a      99     269      11
a     192     477      10
a      31      25      74
a     745     748      51
a     633     533      25
a     766     198      19
a     166     345      63
a       4      62      85
a     156     703      65
a     160     801      14
a      81     106      55
a     809     683      54
a     534     195      33
a     457     979      32
a     368      81      31
a      67       8      11
a     786     309      83
a     695     627      17
a     249     306      17
a     201     246      38
a     575     699      79
a      49     109      43
a     150     132      88
a     802     787      51
a     327     807      68
a     139     547      37
a       1      52      32
a     971     859      89
a      27     119      65
a     129     700      79
a      92      73       9
a     483     839      80
a      68      89      79
a     447     901       1
a     112     558      80
a      17      24      85
a     140     606      49
a     836     807      89
a     545     853       5
a     211     720      27
a      19      28      74
a     314      52       3
a     806      70      87
a     135     158       2
a     199      23       5
a     845     148      11
a     879      79       8
a      87     166      25
a     223     598      94
a     519     221       1
a     442     692      47
a      21      73      86
a      45     155       6
a      23      20      13
a       9      11      30
a      61     402       7
a     451     538      22
a     522     725      50
a     321     286      15
a     735     657      63
a      91     172      67
a     285     132      32
a     267      10      82
a     296      36       1
a     115     154      43
a     521      63      34
a      25      67      58
a     392     629      91
a      19      36      35
a      82     160      82
a     135     547       9
a     250     645      36
a      95     110      80
a     967     494      37
a     314     933      70
a     496     808      47
a     212     241      18
a       1      18       8
a     527     659      79
a     782     161      80
a     118     426      58
a     127     133      99
a     285     446      28
a       2     100      18
a     401     206      60
a     356     568      97
a      65     260      50
a      92     283      41
a      32      19      90
a     365      16      93
a      79     245      38
a     893     634      48
a      43      65      54
a      35      76      16
a      20      43      69
a     647     109      82
a     998     634      61
a     502     304      63
a     565     505      92
a     674     719       7
a      70     144      87
a     287     139      12
a     420     592      18
a     812     412      95
a     305     727      79
a     898     758      21
a       4     490      90
a      83     555       2
a     332     619      87
a     764     443      88
a      30      82     100
a      83     427      23
a      44     359      30
a     136     889      61
a       1     729      19
a     221     995      24
a     442     920      42
a     110     770      84
a      36     152      16
a     107      46       3
a      31      46      25
a     742     347       9
a       6       8      88
a     354     405      96
a      50     561      86
a     232     860      12
a      45     142      11
a     392     421      62
a     250     380      15
a     407      36      29
a      79     401       3
a     912     498      81
a     781     620      57
a     143     245       2
a     406     316      65
a      64      87      42
a     765     619      26
a     209     426      50
a     835     421     100
a      16     397      19
a     824     406      38
a     960     814      19
a     389     357      85
a     481     671      90
a       9      16      16
a     964     189      52
a      16      26      87
a     328      97      34
a     895     466      93
a     308      76      83
a     117      23      38
a      97     144      36
a     149     963      92
a      11      26       4
a     533     764      66
a     304     230      94
a     522     724      11
a      43      42      58
a     213      49      50
a     178      67      81
a       6      11       6
a      63      32      54
a     147     640      86
a     553     356      71
a     993     145       3
a     808     547      32
a     403      96      51
a       2     114      57
a     797     287      63
a     246     320      69
a     384     591       4
a      54     375      22
a     248     192      48
a      64     126      23
a     636     325      51
a     292     489      79
a      18      43      58
a     403     290      40
a     232     146      36
a     543     147      79
a     819     479      12
a      49      82      64
a     398     593      43
a     656     165      15
a     704     847      17
a     425     477      59
a       5      16      76
a     385     143       3
a     484     624      93
a     141     174      30
a     893     774      29
a     232     759      60
a     785     692      16
a      86     612      72
a     146      32      86
a      45      72      94
a     856     722      85
a      30      22      67
a     663     392      68
a     590     390      75
a     269     705      80
a     217     245      32
a      36      86      93
a     118     282      27
a     562     525      69
a      74     100      91
a      13      63      94
a     625      46       2
a      17      18      51
a     118     979      48
a     266     188      27
a      91     147      97
a     207     668      92
a     919      17      26
a     433     767      11
a     722     136      64
a     848     217      45
a      14     122      48
a     305     584      37
a     347     102      14
a     421     303      10
a      57      65      93
a     257     950      14
a     648     534      34
a     126     854      96
a     335     129      86
a      43     322      49
a     117     280      66
a     648     342      11
a      41      65      71
a      85     300      47
a      31     727      60
a     524     603      50
a      17     621       1
a      13      20      46
a     213      43      15
a     578     913      49
a      81       2      18
a      10       5      52
a     539     547      66
a      38      21      82
a      37     699      13
a      46      48      32
a     282     415      26
a     577     501      98
a     370     148      49
a     377     438      38
a     499     601      53
a     222     336      65
a       5       2       2
a     766     215       5
a     799     222      25
a     194     257      72
a     939     698      37
a     255     732      59
a     770     381      66
a     154     431      56
a      18     243      84
a     140      90       8
a     272     119      90
a      61     110      17
a     474     208      71
a     647     261      93
a     985     327      63
a       7     154      50
a      13       5      78
a     137      10      55
a     455     108      23
a      76      38       7
a     306     746      69
a     940     957       5
a     282     594      22
a     242     577      26
a     215     643      87
a     454     914      94
a       2     173      70
a     524     600      29
a     970     982      14
a     373     670       9
a     679     102      95
a     472     707      17
a     976     340      81
a     980     746      62
a     175     322      36
a      65     261      88
a     180     478      41
a      51      99       8
a      63     530      93
a     773     298      57
a      47     550      57
a     590     837      78
a      39      18      51
a       2       6      43
a     715     153      41
a      12       8      82
a     776     207      32
a     122      12     100
a     539     159      36
a      58      76      56
a     416     350      21
a     181      69      92
a     113     257      45
a     367     200      30
a     194     302      43
a     558      42      53
a       6     691      57
a     246     243      22
a     745     849      69
a       6      69      16
a     150     123       7
a     917     587       7
a     817     934      44
a      29      10      91
a      92     139      11
a     623     384       8
a     214     162      11
a     424      20      48
a     436     413       2
a     167     182      32
a     461     450      62
a      14      48      26
a     341     112     100
a     135     736      51
a     647     449      38
a     431     284      71
a     583     932      94
a      15     169      18
a     779     213     100
a     135      22      63
a     512      92       3
a     100     113      94
a     180     967      96
a     465      49      67
a     198     863      98
a     317       7      22
a      49      35      19
a      56      79      29
a      95     844      79
a     374     348       9
a     102     900      74
a     237     581      45
a     385     622      93
a      32     104      27
a     100       1      34
a      54     391      91
a     184     519      48
a      21      39      31
a     117     109      55
a     228     578      23
a     366     699      15
a      74     421      60
a     262     273      95
a     294     334      74
a     413     436      33
a      15     193       7
a     820     340      54
a     217     912      24
a     202      30      56
a       5      77      89
a      22      43      12
a     612     676      20
a     119      47       2
a     328     244      13
a       5       4       5
a     840     411      21
a      13      73      82
a      67     529      27
a     105     360      87
a     293     812       2
a      40      84       1
a     327     131       6
a     781     355      94
a     641     964      97
a     730     125      14
a      11      85      40
a     704     229      58
a     772      11      20
a     587     112      89
a     288     455       1
a     307     184      55
a     736     440      56
a     282      11      90
a     502     327      97
a     397      93       8
a     741     201      30
a       6      65       7
a     886     245      97
a     563      69      42
a     676     678      71
a      54      27      77
a      13      21      48
a     406     579      89
a     128     618      26
a      76     471      36
a      22      34      88
a     734     706      50
a      10      71       3
a     934     388      66
a     771     810      19
a     784     211      17
a      73     788      37
a       7      15      76
a     221     774      92
a      21      72      82
a     826     620      74
a      57     508      12
a     281     417      69
a     175     231      59
a     262     826      57
a     297     207       8
a     738     696      92
a       4     120      20
a     984     914      80
a     134     613      87
a     832     266      84
a     600     893      34
a     491      81      85
a      53      64      43
a     172     443      88
a     211     474      48
a     584     580       6
a      79     683      17
a     506     839      59
a      20     116      92
a     354     515      46
a     155     214      55
a      32      35      24
a     265     163      38
a     106     669      85
a     288      21      50
a     786     104      92
a      32     128      67
a     138     745      30
a      39     737      26
a     864     487      87
a      34     631      55
a      60     174      43
a     189      23      10
a     635      40      25
a      73     172     100
a     305     297      60
a     444     586      23
a     670     486      84
a      48     367      69
a     387      38      25
a     108     255      21
a     205     582       6
a      60      70      14
a     303      34       5
a     277     484      51
a     144     987       9
a      73     223      57
a       6       2      22
a     154     474      68
a     571     383      98
a      43      83      73
a      38      70      57
a     803      77      59
a       6       9       3
a     584     790      47
a     737     272      46
a     134      39       9
a     176     843      35
a      23      65      49
a     756     759      87
a     301     727      75
a     752     434      88
a      35     178      17
a     230     267       7
a     948     252      13
a     492     401      64
a      85      46      78
a      16       5      24
a     910     473      20
a      46      59      83
a     809     596      90
a     300     557      59
a     602     949      11
a     759     521      36
a     578     473      66
a      34     474      39
a     899     945      49
a     277     350      32
a     589     621      74
a     752     386      89
a     528     313      79
a      24      45      46
a      95     793      98
a      60     106      67
a      10      45      12
a      59     279      74
a     433     419      81
a     817     796      50
a     571     422       3
a     407     163      38
a     223     645      17
a     429     173      43
a       4      13      62
a     581     540      68
a     681     236      44
a     721     145      95
a      25     181      80
a     301     151      11
a     440     108      96
a      65     116      62
a     133      90      95
a     199     760      21
a     878     249      40
a     435     732      42
a      47      78       1
a     113     449      57
a     187     135      55
a      33      43      31
a     105     345      29
a     563     470      12
a     883     629       7
a      10      13      13
a      25      89      35
a     517     567      74
a     515     527      44
a     153     457      36
a     368     848      51
a      70     732      75
a      58      61      86
a      62     108      86
a     283     586      10
a     186     322      83
a     267     118      98
a     477     781     100
a     112     217      34
a     616     134      72
a     513      35       6
a     528     150      57
a     141     200      98
a     110     653      92
a      23     237      20
a     711     803      31
a      21      78      56
a      32      36      36
a     844      99       1
a     913     178      49
a     460     587      29
a     897     765      58
a     556     260      92
a     975      35       5
a     116     190      45
a       4      17      11
a     548     958      41
a     834     804      67
a      69     473      47
a      29      42      11
a     815     418      58
a      18      12      24
a     146     159      60
a     346     667      34
a      76     538      34
a     151     451      63
a      39     441      88
a     447      41      80
a      44      70       7
a     870      26      57
a     122     499      45
a     489     499      54
a       9      33      24
a     959     759      11
a      33       2      62
a      12     175      39
a     177     391      32
a     710     512      17
a     119     141      30
a     792     572      66
a      17      21      41
a     242     356       4
a      34     511      57
a     519     918      55
a     152     112      89
a     572      34      43
a     260     604      23
a     632     873      52
a       4      63       7
a     266     832      55
a     194       5      48
a     111     112      63
a     191      43      60
a     988     946      54
a      43     125       6
a     141     628      15
a     909     626      45
a      64     325      96
a      68     189      51
a     479     885      51
a      17      52       9
a     930     542      61
a     277     382      31
a     142     516      52
a      15      37      12
a     753     679      88
a     566     317      60
a       2      45      85
a     414     255      28
a     379     588      76
a     373     895      99
a     136     456      96
a       5      14      59
a     220     764     100
a      17      51      43
a      63      76      82
a     171     180      53
a     192     313      22
a     339      59      44
a      61     107     100
a     130      76      92
a     973     124      40
a     131     184      12
a     542      51      15
a     830     102      85
a     273     222       6
a     298     656      79
a      12      33      30
a     529     213      27
a      55     123      18
a     140     511      11
a     207     160      82
a     610      49      24
a     453     220      27
a     191     306      24
a     189     434      42
a     432     588      94
a     468      19      70
a      84     114      66
a     129     117      39
a     966     234      25
a     660     187      37
a     730      45      32
a      19      59      92
a     265     948      63
a      95      77      74
a       8      32      64
a      75     557      85
a     725     384      21
a     591     125      35
a      10      44     100
a      56      29       4
a     248     323       6
a     185      75      94
a      43     167      13
a      68     566      59
a     148     387      98
a     524      83      69
a     108     115      62
a     217     407      29
a     230     666      86
a      15       7      36
a     188     344      63
a     752     875      74
a     752     820      85
a     233     803      52
a      14     252       8
a     767     138      98
a     398     648      11
a     190     447      59
a     179      70      85
a     630     865      99
a     813     342      26
a     575     694      54
a      30     156      72
a     315     166      61
a     103     124      99
a     227     114      17
a     130     307      35
a     382     828      93
a     210     848       6
a      27     538      98
a       2      72      50
a     875     358      10
a     334     489      24
a     156     174      95
a     800     157      80
a     329     697      44
a      77     567      90
a     128     585      45
a      29      51      28
a     508     279       3
a      94     393      31
a     591     995      16
a      53     121       5
a      71     265      33
a     680     298      51
a     840     184      38
a     300     144      66
a      44       1      43
a     389     436      72
a     235     238      82
a     113     636      20
a     285     484      91
a     415     878      80
a      13     430      80
a     368     854     100
a      11       5      19
a      27     602      57
a      30     161      58
a     452     237      36
a      73     470      44
a     395     404       8
a     156     178      58
a     826     411       8
a     282      70      27
a     138     284      97
a     584     165      14
a     935     178      20
a     668     536      88
a      26      75      72
a     712     467      88
a      17      11      61
a     147     336      91
a     758     665      87
a     174      16      18
a     133     568      24
a       4      97      98
a     584     158      54
a     842     201      40
a     220     366      84
a     247     803      16
a     955     607      66
a     667     633      77
a     137     178      49
a      80     196      87
a      80     401       7
a     809     695     100
a      32      10      70
a     838     166      59
a     636     377      77
a     459     731      29
a     368     330      41
a       9      83      18
a     281     650      52
a     665     425      20
a     123       3      43
a      49     149      75
a      83     527      71
a      18      44      48
a     714     829       5
a      92     120      88
a     142     559      84
a       6      28      19
a      15     879     100
a      80     519      33
a     751     914      68
a      55     156       4
a      33      12      39
a     179      87      85
a     413     190      60
a     690     903      83
a     526     186      89
a     876     124      52
a     944     572      97
a     299     531      78
a      62     674       8
a      21      17       7
a      71     277      53
a     584     243      66
a     278     598      26
a     326     367      42
a     481     541      96
a     173     202      49
a     259     940      94
a     118     123      25
a     670     285      72
a      63      65      59
a     577     108       3
a     631     388      70
a     940     330      94
a     361     928      20
a     600      72      72
a     760     170      28
a     198     479      46
a     237     234      93
a     174     116      38
a     737     686      29
a     159       9      74
a     108     142      47
a     404     595      63
a     307     221      73
a     259     255      59
a       7     136      93
a     523     603      16
a     615     180      69
a     132     374      58
a     189     200      55
a     309     228      96
a     998     228      86
a      46      60      47
a     121     113       7
a      26     800      48
a     750     958      21
a      21     199      43
a      27      53      63
a     631     394      46
a     526     864      43
a     579     277      33
a      12      10      14
a     632     220      28
a     451     556      99
a     899     313      81
a      24      37      40
a      65      88       1
a     962     930      73
a     127     216      95
a     223     439      76
a     726     458      67
a       4      24      48
a     613     327      21
a     321     601      97
a     384     726      42
a      46      17      45
a     965     955      63
a     451     138      40
a     473     820      18
a     308      65      75
a       3     357      81
a     105     104      88
a     567     399      83
a      16      65      14
a     705     420      51
a     215     481      45
a     138     469      66
a     133     479      88
a     103     208      98
a     263      10      62
a     243     177      41
a     203       4      90
a      66     108      74
a     831     709      64
a      32      79       2
a      52     843      30
a      28     703      60
a     161     175      34
a     773     237      43
a      38      91      47
a     928     635      85
a     307     160      20
a     245     510      49
a       8      69      57
a      13      22      26
a      69     217      60
a     344     662      44
a      32      34      48
a     841     888      53
a     941     124      52
a      69     381      53
a     375      35      11
a      27      92       3
a      45     143      79
a     195     623      59
a     486     586       8
a     558     906      13
a     162     121      15
a     380     980      52
a      65     128      67
a     966     610      10
a      27     162      32
a      92     989      24
a      58     906      59
a     197      98      25
a      31      77      75
a      46     446      50
a     798     650      11
a     305     213      25
a     724     416      53
a      81      68      16
a      38     123       2
a     182     851      96
a      40      49      22
a     749     134      38
a     364      94      74
a     694     534      94
a      87     193      51
a     896      42      31
a     226      25      48
a     151     223      26
a     560       8      93
a      53     478      18
a     654     195       8
a     551     560      36
a     101     522      74
a     151     117       8
a      20       2      98
a     343     298      48
a      76      91      80
a     566     404      27
a      32       4      32
a     378     823      95
a      81      85      75
a     419     585      63
a     285     146      48
a      53     125      52
a     287     248      56
a     890      95      25
a     191     472      74
a     874     977      35
a     188     206      92
a      20      86      66
a     510     744      22
a       2      43      95
a     376     148      69
a     747     171      29
a     895     671      26
a      98      12      97
a     289     685      89
a     162     138      58
a      24      39      15
a     258     563      37
a     704      92      94
a     825     158      93
a     480     453      36
a      13      44      40
a     223     860      68
a      50      15      15
a     493     803      48
a      68     770      66
a     614     993      54
a     194     796      17
a     984     776      30
a     723     193      28
a     635     110      67
a     261     578      84
a     471      78      98
a      22     198      63
a       9      30      90
a      77     176       6
a     262     128      58
a     731     714      45
a     315     215      19
a      18     438       5
a     720     689       8
a     369     184      56
a     548     639      72
a     831     498      86
a     243      14       4
a     199     726      68
a     785     121      59
a       5      48      39
a      64     187      75
a     835     207      34
a     377     435      11
a      81     897       5
a      21      24      57
a     446     379      54
a      63     647      82
a       7      31      56
a      61      94      30
a     105     347       8
a     195     997      66
a     350     468      72
a     508      16       5
a     786     332       6
a     998     512      54
a     608     106      25
a     876     492       6
a     166     284      91
a     489      58      10
a     769     164      34
a       4      27      37
a     800     273      41
a     378     461      59
a      43     296      26
a     580     177      41
a      36     415      94
a     654     958      54
a     129     159      91
a      94     218       9
a     734     703      28
a     876     116      94
a      95     307      79
a     153     312      81
a      13      76      32
a      67     880       2
a     116     178      27
a     472       1      89
a     268     813      90
a     697       6      58
a     201       3      73
a     234     292      68
a     126     172      12
a     689     105      20
a     209     137      33
a     468     139      95
a     245     755       7
a     392     361      71
a      39     246       5
a     635     278      42
a     941      92      89
a     861     902      65
a      54      87       9
a     904     761      57
a     234     620       4
a       1       9       6
a     638      21      97
a     546     862      74
a     618     825      50
a      86     157      80
a     648     283      34
a     228     221      55
a     822     331      62
a      43     191      64
a     379     722      26
a      18      98      80
a     851     439      62
a     119     237      14
a     268     781      91
a     444     677      41
a     496     789       4
a       4     234      30
a      13     762      82
a     164     862      70
a     932     311       7
a      28     312      67
a     486     108      28
a     520     739      77
a     517     152      61
a     816      73      37
a     994     804      73
a      19      22      62
a      55      62      78
a      64     346      14
a      23     399      30
a     937     437      37
a     142       3      55
a     704       9      58
a       3      23      91
a     886     889      91
a     402     350      13
a     575     630      92
a      16     214      78
a     226     869      21
a     808     665      71
a     915     739      32
a     477     589      12
a     685     715      39
a     238     255      40
a     326     614      36
a      45     144      88
a     793     287      12
a     972     234      45
a     547     270      76
a     268       8      15
a     339     443      95
a     515     556      76
a     304     278      36
a      31     294      56
a      98     228      85
a     694     113      97
a     712     173      86
a      65     550      78
a     669      11      29
a     974      20      73
a      52      17      59
a      52     287      12
a     751     441      93
a     992     106      78
a     148      27      34
a      35     347      56
a     349     863       5
a     239     273      13
a     234     592      31
a      26      14      65
a     628    1000      46
a      21      64      29
a     630     398      83
a     192     547      37
a      41     512      64
a     570      78      17
a      29     280      44
a     346     512       4
a     233     144       2
a     655     943      14
a      46     107      57
a     580     196      41
a      40     943       6
a     149     648      14
a      11     294     100
a      18       7      49
a     446       6      11
a     699     409       8
a     375       2      32
a     317     143      77
a      22      13      62
a      23      37      16
a     143     617      52
a      60      75      35
a     289       9      98
a     314     136       2
a       8      30      57
a     507     890      23
a     153     194      78
a     160     793      34
a      82     134      13
a     480     786      25
a     919     378      91
a     503     619      49
a     518     334      77
a     214     366      54
a       1     277      39
a      20     309      71
a     289     956      28
a     587     665      74
a     263     168      19
a     748     191      17
a     249      24      62
a     232     258      65
a     135      23       3
a     390      64      65
a       9      60      10
a     639     770      52
a     433     543      68
a     718     591      30
a      71     109      55
a     756     637      70
a       7     441      10
a     812     928      46
a      48     502      14
a     109     244      68
a     413     351      87
a     675     803      29
a     110     633      51
a      49      70      35
a     529      53      61
a     443     437      90
a     575     267      23
a      42     596      48
a     848     752      94
a     396     989      78
a      42      56      41
a     745     785      53
a     331     526      46
a     443     475      43
a     652     561      31
a     416     472      91
a      14     392      54
a     436     284      57
a     752     769      32
a     581     614      76
a      23     223      50
a     112     243      85
a     405     259      72
a     111     811      63
a     112     109      46
a     240     340      59
a     521     160      62
a     559     233      53
a     322     422      49
a     132     684      84
a       9     532      77
a     588     627      77
a       2      77       2
a      19     366      16
a       7       9      99
a     184      41      83
a     295      36      81
a     344     164      95
a      14     196      55
a     885     479      58
a       9       1      69
a     434     616      61
a     180     272      73
a     319     152      93
a     363     953      12
a     394     242      88
a       2      64      43
a       2     782      34
a     776     821      99
a     533     248      84
a     865     399      71
a       1     115      42
a     608     666      73
a     133     187      27
a     161     185      90
a     547     464      33
a     467       5      92
a     153     180      87
a     354      20      99
a     950     389      33
a     363     331      76
a     124      11      41
a     158     229      92
a       1       7      15
a     613     402      16
a     868     267      80
a     920     937      13
a     685     801      98
a     672      30       6
a     283     184      50
a      92      74      28
a     283      43      37
a     109     144      75
a     123     310      80
a     157     480      76
a      54      85      25
a     873     444      48
a      14      45      52
a     498     742      31
a       7      35      94
a      95     219      43
a     154       2      54
a       3     278      58
a     363     816      28
a     766     384      54
a     579     559      99
a     742     957      11
a     112     255      23
a     264     146      48
a     899     533      28
a     105     209      42
a     583     637      62
a     261     845      85
a      14     113      70
a     200     295       9
a     506     229      11
a     462     848      92
a      63     277      46
a     438     251      26
a     200     629      43
a     443     264      10
a     530     120      96
a     717     156      87
a       4     155      11
a      65     126      89
a      56      78      65
a     460      48       3
a     326     938      30
a     479     683      80
a      38     422      26
a     550     462       7
a      10      24      49
a     669     108      41
a       3      70      45
a      18     626      41
a     381      58      89
a     246     910      70
a     238      98      27
a     908     122      13
a     885     103      95
a      66     989       8
a       9       7      45
a     937     298      94
a      89     897      20
a     178     468      49
a     759      27      30
a     818     126      67
a     248     918      94
a      49      60      56
a      91      48      57
a     827     699      70
a     110      62      85
a     225     250      32
a     994     816      37
a      22      11       9
a     614     969      96
a     105     188       7
a     247      71      53
a     974     280      10
a     841     534      67
a      48     776       9
a     586     841      87
a      34      44      65
a       1     299      29
a     303     257      32
a     327     424     100
a      49     119      33
a     355      65      63
a     608     301      20
a     773     359       6
a      72     165      75
a     383      88      54
a     755     377      46
a      99     291      11
a     187     268      32
a     665     783      64
a     294     146      45
a     114     501      54
a     351     477      40
a     154     971      12
a     886     613      83
a      11      96      30
a      21     107      30
a     278     593      89
a       3       7       6
a     868     500      99
a     598      49       8
a     269     385      10
a     952     733      26
a       7     320       1
a      22      20      34
a     938     370      83
a     857     866     100
a     684       5      71
a     230     136      18
a     304     909      31
a     626     701      55
a      81     375      77
a      94     152      73
a     117     153      24
a     750     857      45
a     218     970      49
a     488     634      14
a      30     133      58
a     480     809      60
a     475     287       2
a     740     891      76
a     125     155      62
a     575     466      88
a     569     665      83
a     547      30      50
a      58     451      82
a     241     998      31
a     452     110      15
a      85     191      85
a     208      59      81
a     662     734      66
a      24       4      70
a     360     170      96
a     878     110      85
a      76      81      99
a      14     178      67
a     417     553       2
a      40      72      78
a     860     376      12
a     310     189      43
a     294     513      58
a      13      31      36
a     244     769      55
a     335      80      97
a      12     144      23
a     243     336      83
a     408     205      80
a      79      43      73
a      34     217      38
a     151     136      70
a       8     137      50
a       3      24      40
a     286     834      40
a       8       3      36
a     907     676      18
a     859      31      62
a     647     526      57
a      74     278      29
a     249     949      80
a     284     216      58
a     108      26      71
a     176     611      64
a     442     979      23
a     896     285      22
a      55     811      39
a     678     566      38
a      39     173      36
a     310     382       8
a     273     933       2
a      20      37      30
a     471     258      56
a     401       3      66
a     683     350      49
a      11      12      59
a     937      51      13
a     109     233      88
a      36     320      63
a     802      17      95
a     448     192      35
a     575     964      40
a     254     926       1
a     458     820      88
a     113     149      37
a     989     748      84
a     218     321      99
a     601     658      98
a     217     340      40
a     892     961      96
a     673     760      38
a      84     151      59
a      73     457      86
a     780     519      92
a      62      83      62
a     307     493      96
a     309     962      86
a     828     835      18
a     764     154      67
a     731     438      75
a     222     247      47
a     533     960      16
a     155     156      62
a     632     194      56
a     285     439      80
a     134     356      37
a      17      40      19
a     298     304      37
a     475     105      10
a      54      77       4
a     155      28      84
a     878     253      29
a     376     561      99
a      10      55      64
a     740     210       5
a     140     333      98
a     123     574      85
a     586     208      39
a     941     822      65
a     921     344      66
a      30      41       9
a     333     319      49
a     224     481       9
a     886     412       3
a     316     689      80
a     388     986      49
a      21     248       2
a      20     484      51
a       4      31      76
a      82     182      54
a     357     804      46
a      82     653      98
a     152     206      44
a     462     536      22
a       6      76      79
a     266     115       5
a      29      53      71
a      36     220      10
a      10       4      26
a     169     908      39
a     184     251     100
a     751     663      52
a      19      83       8
a     627     188      67
a      57      59      93
a     634     923      51
a     183     778      64
a      18     143      16
a     163     118      34
a     443     856      89
a     956     889      76
a     857     365      98
a      14     372      76
a     870     559      58
a     136     579      20
a      13     200      66
a     651     153       8
a       6     730      14
a     210     384      53
a     453      75       9
a      34     602      71
a      94      50      35
a      46     491      51
a      79     204      58
a      46      64      59
a     493     907      37
a     112     973      92
a     716      78      28
a       1     943      84
a     287      13      62
a      54     762       5
a     466     910       4
a      70     182      54
a     655     310      25
a       5      25      57
a       2     272      50
a      29     302      86
a     103     805      77
a      67     719      86
a     234      88      82
a     449     876      20
a      29     217       6
a     129      16      60
a      45     316      93
a     655     544      85
a      10      22      53
a     845     139      57
a     751     671      26
a     786     103      38
a     674     314      60
a     348      78      10
a      66      22      16
a     465     851      60
a      59      60     100
a     532     621      65
a     364     617      76
a     766      56      22
a     298     106      36
a     147     292      10
a     114      10       6
a     549      31      53
a      57      19      73
a     187     875      98
a     417     530      41
a     186     742      73
a      45     199      64
a      30      88      93
a     192     217      79
a     203     978      93
a     759     327      84
a     313      38      68
a     453     391      95
a     115     263      64
a     679     854      26
a       6      39      68
a       6     289      91
a     952     603      98
a     438     480      12
a     263       9      88
a     761      67      72
a      64      89      26
a       1      56      51
a     685     410      71
a      21      54      37
a     900     512      37
a     146     586      93
a      20      21      83
a     108      78      74
a     325     272      72
a     121     100      50
a      92     144      46
a     145       2      68
a     933     509      76
a     470       4      87
a     589      55      63
a     666     850      42
a     106     220      32
a     221     101      66
a      56     229      43
a     450     195       1
a      68     613      86
a      25      37      90
a     214     188      81
a     719     809      59
a      97     403      27
a      19     168      64
a     222      93      87
a     222     205      96
a     718     592      67
a     692      37      39
a     947      56       6
a     119     386      89
a      11     539      66
a     780     576      85
a      21     230      12
a     778      66      74
a     416     611      42
a      15       8      66
a     230      50      56
a     910     562      19
a     575     977      57
a     603     154       4
a     262     379      93
a     302     739      18
a     412      75      75
a      30      89      63
a     196     297      34
a      98     105      25
a     197     331       2
a     480     261      72
a     181     634      18
a     568     307      49
a     713     434      56
a     864     911       2
a     153     174      80
a     401     971      88
a      44     496      82
a     122     722      74
a     389     176      73
a     143     663      16
a      19     215      71
a     821     666      95
a      13      14      37
a     440     858      92
a      81      98      82
a     209      34      25
a      16     266      54
a     236     484      75
a      43     644      14
a      80     803      63
a      24      42      65
a     436     224      73
a      16     340      35
a     134     492      65
a     710     268      56
a     172     544      10
a     206     464      41
a     827     577      18
a      26      15      84
a     976     717      40
a     706     782      86
a     263     317      31
a     208     858       7
a     340     107      24
a      13      15      49
a     124      33      46
a     574      94      12
a     700     177      59
a      50      69      98
a     241     110      49
a     161     481       2
a     644     189      29
a     355     624      66
a     576     936      82
a      58     113      19
a     966     859      53
a     101     153       9
a     280     109       1
a     597     208       4
a     440     323      36
a      37     191      82
a      41     443      66
a      24      21      39
a     855     659      87
a     491     308      68
a     811     401      69
a     309     332      88
a     669     430      86
a     865     266      92
a      60     339      91
a     991     795      25
a      46     261      23
a      42     390      19
a     566     210      29
a     262     480      13
a     138     223      29
a     316     166      10
a      85     770      75
a     136     849      21
a      98     133       8
a     152      49      57
a     573     700      10
a     195     457      85
a     307      79      97
a     340     553      47
a     153     154      11
a      21      26      69
a     371     763      37
a      10     161      45
a      26     253      49
a     291     924      70
a     260     711      97
a      12     130      33
a     329     645      94
a     535     716      39
a     996     807      51
a     286     598      62
a     193     103      98
a       9     404      84
a     286     671      47
a       4     448      32
a      95      57      74
a      94     456      69
a     332     560      34
a      25      43      33
a     852     309      30
a     229     147      28
a     653      52      20
a     213     117      71
a      98     154      46
a     133     251      63
a     129     244      68
a     129      64      18
a      48     123       4
a     689     740      13
a      94     118      56
a     938     722      95
a     202     632      31
a     925      51      41
a     482     457      55
a     455      17      16
a      69     139      66
a      61     381      32
a      98     134      81
a     208     584      85
a     244     481      32
a     820     906      34
a       9       3      84
a     873     247      72
a      10     569      52
a     433     451      97
a     461     147      52
a     931     372      11
a     794      40      67
a     983     434      13
a     491     627      56
a     904     638       2
a     604     198      63
a     368      27       8
a     423      58      73
a      81      26      32
a     239     263       4
a     473     650      36
a     185     206      58
a      80     131      63
a     672      88      46
a      30      34       8
a     772     595      87
a     112     319      96
a     497      93      50
a     207     244      21
a     292      87      73
a     282     521      39
a     343     689       7
a      72      74      10
a     691     655      23
a     723     360      91
a     193     639      99
