c Random Network
p max 10000    6000
n         1  s
n     10000  t
a    9096    2650       6
a      19     150       7
a    5757     798       1
a    9781    7957      10
a     797    2039       3
a    2445      84       4
a    2982    1421       1
a    9202    4761       1
a    3173    4307       6
a    2106    6340       5
a    3794    8826       4
a     669    1207       7
a     630     644       3
a    1926    1339      10
a    4122    8573       8
a     213     424       7
a    4943    2331       2
a    9189    9762       6
a    1344    6460       3
a    6659    3018       6
a    5580    7234       7
a    3755    1079       4
a      64      91       2
a     120    3077       5
a     971    6539       3
a    1901    2407       2
a    1863    4953       3
a    2957    4998       5
a     876    9462       6
a    3609    2510       8
a     892    1335       2
a    1311    1549       3
a    1836    2004       7
a    4164    5448       5
a    6824    6772       2
a    6428    3467       6
a    3229    8449       7
a    1778    2594       6
a     760    3539       1
a    8776    9999       2
a    1710    5100       7
a     110     174       9
a     321    1920       8
a    5328     354       1
a    2322     226       9
a    4072     536       7
a    4922    9352       5
a    2727    6344       6
a     525    1298       4
a    5154    3885       9
a    6824    6999       7
a    7020    4741       1
a     254     386       4
a     470    3396       2
a    4765     519      10
a     413    1341      10
a    7729     266       7
a    8097    6129       4
a    9228    2436       7
a    5589    9328       5
a      31    1702       8
a     667    1626       6
a    8559    9215       1
a      77     777       3
a    1401     159       1
a    3103    3692       5
a    6898    9233       9
a    2335    2187       5
a     484    5915       4
a    1280    6570       3
a      66     110       3
a     194    5784       7
a     577    4152       9
a    7745    3924       3
a     118     222       6
a     243    2917       3
a    3335    1327       6
a    5418    2762       1
a     309    9192       9
a    1153     858       4
a    4771    3404       3
a      39      75       8
a     370     423       7
a     699     526       9
a    7035    8145       9
a    1100    1823       7
a    2529    2500       1
a    8474    4484       1
a    2442    3939       1
a     976    3177       4
a     883      10      10
a    8583    7634       7
a      31     166       1
a     369    2054       5
a    2556     119       7
a    5730     363       1
a      23       2       9
a     807     989       6
a    2435     874       2
a    6827    5686      10
a    5502     813       5
a    7532     276       1
a    1536    6909       2
a      41    2587       8
a    3192    4295      10
a    4707     247       3
a    4342    1649       6
a    7658    1812       5
a     862    1202       8
a    4252    5652       8
a    8427    6183       8
a    4250    8497       9
a    3337    6316      10
a    1079    1142       6
a     738    1662       7
a     974    3681       7
a    3805    4196       3
a    5752    7527       6
a    9413    8502       9
a       1    2002       9
a    2052    2629       1
a    9574    3534       8
a    9928    8911      10
a    9058    1607      10
a    4702    3974       1
a    5433    4146       7
a    2134    5661       3
a     487    1406       6
a    4661     592      10
a    5615    7771       6
a    8796    8397       7
a     105     307       2
a    3178    4282       4
a    9283    4884       4
a    3065    4172       3
a     393    4747       9
a    1562    2338       7
a    1683    5512       8
a     802    3523       7
a    4061    1171      10
a    9174    3840       7
a    3017    2458       9
a    8168    9660       1
a     743     252       5
a     153    7265       7
a     418    8276       5
a    3652    3025       3
a    4893     498       3
a      21      24       5
a       6      35       7
a     368    1024       9
a    1106    5636       2
a    1196    5652       8
a    7314    5549       4
a    9888    8909       3
a      61    2175      10
a    8068    8838      10
a    4980    2515       5
a     643    1169      10
a    1310    1918       6
a    4399    2372       5
a    6300    4721       8
a     137     816       7
a    2399     908       7
a     450    4998       7
a      34      60       9
a    2310    2497       1
a    6194    9908       2
a    4195    9906       6
a       2      85       2
a     294    1106       5
a    5327    4642       2
a     832    3868       7
a    1859     320       9
a    5171     696       7
a     259    2322       8
a    3997    9131       6
a     344     676       6
a    2128    6278       6
a    1661    6321      10
a     522     850       7
a    1296    1121       2
a    7378    1849      10
a    9165    3324       3
a    4857    6234       1
a     625     967       1
a    6602    2250       4
a     246      86       1
a      22      45       4
a     163     646       2
a    4053    3105      10
a    6433    9124       2
a       2      24       7
a     591    5428       9
a     837    4436       3
a    1250    6229       9
a     912    9852       8
a     147    3272       4
a    7998    5131       8
a      97     339       6
a    6778    9151       5
a     129     437       8
a    6959    9093       4
a    3502    2350       1
a       4       8      10
a      11    6496      10
a      74    1299       4
a     419    1464       4
a     119    8030       8
a     454     964       5
a    2102    4884       1
a       6       9       6
a     184     144      10
a      36    2151       5
a    5364    2429      10
a    8745    9594      10
a    8901    5803       7
a    8156    6538       2
a     736    2243       1
a    1317    3142       4
a     634    1620       3
a    1759    3093       9
a    2478    6313       3
a    6669    2630       1
a     743     750       8
a    3321     230       3
a    1895    4164      10
a    9198     452       9
a    2032    2221       2
a      22     285       2
a     341    1817       5
a    3734    1984       7
a    4620     327       4
a    8623    2627       2
a    2550    3893       5
a    9675    2626       5
a    2271    3865       7
a    5717    8396       8
a    8185    3123       6
a    5803    4703       5
a    2010    2062       6
a     685    1124       3
a    2523    2512       2
a    8096     308       1
a    3647     223       8
a    8308     284       2
a    7036    8498       3
a    8327    3740       3
a     630    1135       6
a    9123    1239       2
a    5432    9024       1
a      11      12      10
a      21    3437       1
a    1262    2631       2
a    7771    9657       9
a      55    4448       3
a    1386    2290       3
a    2351    4076       2
a      42     499       8
a     506    1674       1
a    9246    8223       1
a    7696    2605       3
a     242    1427       2
a    3605     324       8
a    1701    3125       7
a    3854    4744       6
a    9098     393       2
a    7532    5402       6
a    5855    1259       4
a     229     280       9
a     156     168       1
a     653     405       2
a    8509    3793       8
a      36      65       1
a      78     248       4
a     191     334      10
a     358    8982       4
a    4193    2429       8
a    6518    2425       7
a    8708    1303      10
a      64      79      10
a     221    1360       3
a     690     450       8
a    2017    8813       3
a      31      55       6
a     735    2101       2
a    3529      13       7
a    6408     499      10
a    9326    8017       3
a     529    8744       8
a    8129    6514       2
a    8176    3808       2
a     940    1313       3
a    1860    2774       7
a    1421     806       2
a    3413     874       1
a       4      11      10
a    3114     324       5
a    3971    5216       2
a    1436    7172       8
a    1109    2728       8
a     436     718       8
a     311     528       5
a     162     388       9
a    2469    9128       7
a    6638    9167       6
a    7071    6684       2
a      11      64       6
a     217     500      10
a    1216    3331       5
a    2326    9826      10
a    5744    2384       2
a    9437    7308       9
a      95     790      10
a     222     778       3
a     159     532       4
a     557     873       6
a     305    3189       2
a    5830    7386       7
a     166     408      10
a     983    1960       7
a    1482    7227       5
a     525    8056       2
a    8134    5561      10
a     111     155       6
a     191     230       3
a       8       4       5
a       9    9716       7
a     266    9985       4
a    2079    7155       6
a    6313    3152       1
a     608      52       5
a      20    4529       9
a    4402    6536       5
a    9197    9468       5
a    8959    5667       5
a       1      10       2
a     337     567       9
a     101     424       3
a    1318    1960       8
a    2507    6001       9
a    2465    7391       3
a    6365    5767       8
a     803    5139       9
a     468    1176       8
a    6309    9365       4
a      27     111       7
a     120     185       8
a     391     838       2
a     182    1690       4
a     166    1360       5
a     371    1916       2
a    3058    7996       2
a      29      73       5
a    2356     128      10
a    8580    4761      10
a    5366    2797       1
a       2     126       5
a    5008    5449       7
a    6177    2094       3
a     276    1294       4
a     304    1518      10
a    1207    5810       1
a    9897    1897      10
a    3696    6769       3
a      69     137       2
a     533    2018       5
a    4418    2168       4
a      31      75       8
a      93     691      10
a    4685     433       8
a    5790    3415       3
a     111     861      10
a    6408    4099       5
a    9101     343       3
a    1067    1873       2
a    1888    1657       6
a    9109    6059       5
a     248    2053       1
a    5156    3861       3
a    7331    8872       2
a    6838    7559       2
a    4908     129      10
a    6426    3051       5
a     699    2064       9
a    1262    1498       9
a    4148    4553       7
a    7151    2720       3
a    8171    4689       9
a      98     121      10
a     159    2523       2
a    3156    9780       2
a    6664     872       5
a    8591    3806       8
a      11      93       6
a     916    1298       6
a      18     188       8
a     452    2561       4
a    2334    6216       6
a    7848    1729       2
a    2041    9908       6
a    9648    9817      10
a    8501    2015       6
a     756     948       2
a     331    1112       3
a    1112      96       6
a    2466    9153       5
a    5836    5165       9
a    9470    9204      10
a    6396    9578       9
a    1155    2612       4
a    1246    5255       8
a    2508    9625       9
a    9257     690       8
a      60      75       8
a    1561    1721       2
a    4552     740       5
a    8318    3843       3
a    1815    3093       8
a    4608    3131       3
a    5174     995       7
a    1567    2163       2
a       2     295       5
a     760     941      10
a    4142    1046       1
a    7107    3735       3
a    1247    1447       7
a    1757    2372       2
a    3214    1198       1
a    3739    4911       4
a    4459    2965       2
a    1254    2465       7
a    7224    9122       8
a     514    1276       1
a     268     565       1
a     900     429       4
a    2264    7770       3
a     608    2013       9
a    2675     482       8
a    6073    1893       7
a    1877    2417       6
a    8980    4942       9
a    7607    7179       1
a    2748    4294       6
a    1157    1507       5
a    1669      73       1
a    9877    9942       1
a     998    1016       2
a    2300    2360       9
a    7908    3486       9
a    9190    5718       1
a      35    8250       8
a    6189    9067      10
a    6026    3975       5
a    3684    4146       6
a       2      10      10
a      12    3741      10
a    2673    2584       1
a    4814    4150       4
a    1463    6806       3
a    7395     527       9
a    9914    1740       7
a     951    3665       9
a    5970    4394       8
a    1767    3766       3
a     233    1383      10
a     226     244      10
a    1282     535      10
a    1837    2499      10
a    1538    8569       1
a    1773    6878       3
a    8105    5297       9
a     893     573       3
a    9474    3420       3
a    9753    8412      10
a     213    7152       9
a     305     609       9
a     210     402      10
a     955    4067       2
a    5798     843       7
a    8832    2885       1
a    2194    1189       9
a    2100     847       4
a    1493    6984       6
a    2074    5702       7
a    3271    3758       3
a     203     451       4
a     963    1027       4
a    1099    4692       3
a    1983    1042       7
a    1228    3366       7
a    7879    3843       3
a    1363    3849       9
a      41      89       9
a    2744    1674       7
a    5708    3622       6
a    7799    5472       4
a    8891    4371       6
a    7095    4447       4
a    1415    3653      10
a    7176    8288       6
a      91     888      10
a    2878     691       8
a    8841    1133       2
a     833    6083       9
a     101    5055       7
a    8781    2098      10
a    8383    9755       8
a    8344    4168       3
a     155     387      10
a     383     470       7
a    1271    3642      10
a     522    4278       3
a    4696    4326       9
a    5722    5126       1
a    8839    4188       6
a    3832    2930       4
a    1146    2742       8
a    9188    3062       1
a    4127    4426       7
a    9422    1732       6
a     284    1354       8
a     221     696       1
a    1015    2169       8
a    3285    2556       7
a     196    6832       4
a     831    6884       7
a    3008    1927       4
a    6677    9411       9
a      94     175       8
a    7145    4342       9
a    1976    6601       2
a     133    1339      10
a    2821      16       4
a      82    1047       8
a    3440    1213       5
a    7842    7395       2
a    5506    8432       1
a    6458    4545       5
a      30      46       5
a    4404    4671       6
a    7325    1741       2
a    4406    4699       5
a     103     629       6
a    1669    3651       4
a    4332    1025       1
a    5372    1519       8
a    6978    4664       8
a    4014    8299       2
a    3264    7566       9
a     718    3664       7
a      85    1800       5
a    3431    6692       7
a    2005    7836       9
a       9      54      10
a     163    4519       4
a    3892    5717       3
a    8965    4539       6
a    5587    9948       5
a    2558    8232       9
a    3335    7211      10
a    1891    2597       9
a    3692    1134       9
a     256    1863       4
a     668    1994      10
a     259     561       9
a    1009    1576       4
a    5101      97       2
a    5217    4139       4
a    5168     459       5
a    3293    2225       7
a    8992    9478       8
a    2872    1498      10
a       8      21       6
a      25     300       8
a    7643     445       4
a    7910    8862       5
a      82     176      10
a     205    2637       6
a    2579    3112       5
a    5673     694       7
a    7148    8048       4
a     112     115       7
a     245     886       6
a      27     224       8
a     307    2911       6
a    3793    7921       4
a    3542    5007       9
a    4072    2920       5
a    6272    2958       6
a    1643    1800       1
a    2340    1572       5
a    3296    1257       5
a    6616    8019       3
a    2683    2086       8
a    4562     489       8
a    4652    5838       1
a    1107    2760       1
a     268     463       7
a     922     161       6
a    5824    6532       5
a     234     457       9
a     691    1519       7
a     968    4142       9
a    7039    3784       7
a    8706    7993       4
a    7657    3047       3
a    1530    9456       5
a      30      44       5
a     820     858      10
a    8964     144       3
a    9402     178       5
a      16      98       6
a    1240    2050       2
a    2397     810      10
a    3813    3186       9
a    6706    7338       6
a     769    3947       1
a    8763    9208       6
a    2816    6060      10
a     136     249       8
a     507    6142       9
a      69    3377       4
a     494    5782       6
a     164     397       1
a     468    1704       8
a     581    7963       1
a    3086    5521       9
a    2080     705       4
a     230     255       3
a      18      66       5
a      61     419       7
a    1257    5429       6
a    1402    6737       7
a    7885    8158       5
a     210    6343      10
a    6441     112       7
a    7578    3029      10
a     659    1065       9
a    1095    2059       9
a    5579    6352       5
a       3      34       1
a    9820    6348       5
a      82     214      10
a     244     102       2
a    5043    2046       2
a    9980    5659       7
a      84    1048       7
a     970     953       7
a    3559    9341       6
a      58    9698      10
a    2458    2847       5
a      62     135       7
a     838    4552      10
a    1680    2135       4
a    4446    4901       6
a    9869    6043       6
a    2987    1090       9
a    7650    2704       3
a    5338    1774       3
a    1275    1382       1
a    1567    6853       4
a    6155    1104       9
a    2842    6718       4
a     109     745      10
a     689    1033       7
a    3054    4288       7
a    5192    4877       7
a    8019    5268       4
a    1620    6063       2
a    1208    5416       2
a    1257     383       8
a      84    8539       5
a    2379    3859      10
a     154     178       4
a      33      56       8
a      84    8332       9
a    1143    1438       7
a    1073    2220      10
a    1988    4453       4
a    8110    7895       6
a      12     720       9
a     331    7894       3
a    3762    7477      10
a    5428    7873       3
a    5126    6336       5
a    5857     376       2
a     441     486       2
a     515     649      10
a     111     486       7
a     873    7626       8
a     955    7710       1
a    3331    6348       4
a    3251    9459       9
a    2741    2637       1
a    4845    5360       8
a    7809    6173       3
a      47     176       7
a    1475    2901       9
a    3811    4387       9
a     876      13       4
a    2923     399       1
a    7831    4952       9
a    7728     512       5
a    6938    8757       6
a     250    1329       8
a    8366    9299       7
a    1343    4151       7
a    3110    6808      10
a     790    1424      10
a       1    1083      10
a    1110    3473       6
a    3607    1648       3
a    1207    1045       6
a    4754    9356       4
a    1361    7413       4
a    6439    1148       7
a     535     704       1
a    6281    2969       4
a    5199    1057       9
a      21     295       8
a     417    2249       2
a    4492     688       6
a    8252    1493       9
a    1809    2757       1
a    6219    1687       5
a      73    3653       2
a     243    3443       1
a    2636    1305       1
a    2048    9941       8
a    6799    8085       8
a     169     604       5
a    1901    5648       9
a    2675      42       8
a    7390      58       4
a    1978    7078       3
a    2917    6685       5
a    1262    2174       1
a     158     742       4
a     533    1145       7
a    1605       1       5
a    8141    1123       8
a    4895    9007       2
a      69    5896       9
a    2963    6398       2
a     754    4811       4
a     973    6545       6
a    2849    3784       2
a    4492    2313      10
a    7737    5250       8
a      75     156       6
a     340     728       5
a    1132    1172       8
a     124     578       5
a     615      50       9
a    1237    7792       8
a    2289    5280      10
a     707    3671       5
a    6483      45       2
a    7158    5119       8
a     123     220       9
a    1732    3605      10
a    1178    4166       4
a    5875    4406       9
a      20     322       5
a    4000     157       8
a    7158     180       8
a    8153    5167       9
a    4312    2658       7
a      13    1375       6
a     108     227       5
a    1074    1961       4
a    2267    1630       1
a    2825    4501       4
a    1926    2787       3
a     254     402       3
a    2056    1074       3
a    9743    3844       6
a    5853    8047       1
a    9207    8560       9
a    1085    1738       5
a    1198    1611       9
a     109    3552       1
a    3638      54      10
a    5562      57       8
a    9616    3908       6
a    7707    2721       6
a    2717    5216       1
a    5534    4720       2
a    5232    6867       6
a     485    5035       3
a    1002    1321       3
a    2545    4194       4
a    8746    2389       2
a    3060    7406       7
a    6605    7707      10
a    7343    4680       9
a     165    8676       9
a    9061    7728       5
a    4951    9897      10
a    4223     140       1
a    6239     428      10
a    4309    8444       4
a    9728    9408       6
a    2455    3006      10
a       1      36       7
a     151     559       8
a    1425    4035       5
a    1860    4220       7
a    9188    6904       3
a    3295    7187       1
a      37    1820       1
a    3821    6468       3
a    3407     383       6
a    2471    5247       9
a     225     383       5
a     403    4694       4
a    8835     289       3
a     223    5925       6
a     623    6973       7
a    3006    5978       7
a      20      66       2
a    5751    3769       2
a    2525    8916       5
a    9388    8839       7
a     842    2366       4
a      28      52      10
a      65    5190       4
a    5278    2105       4
a    6035    4564       3
a    7045    8815       1
a    4824    3178      10
a      94    8693       1
a     450    2170      10
a    5672    7620       3
a    3483    2591       7
a    2739    3506       2
a    6871    8442      10
a    2164    1467       4
a    2803    2062       6
a    7105    9698       1
a    3226    3286       5
a    7485    6503       4
a     605    1058      10
a     293     897       6
a    2976    2010       9
a    9863    8227      10
a    3197    3726       5
a    2938    4153       3
a    4306    4386       6
a    8535    3438       3
a    9013    7054      10
a    5862    5148       6
a     452    8349       6
a    9205    3788       4
a    3708    3804       2
a      41     146       4
a     323    7336       5
a    2905      55       9
a     159     321      10
a     766    2344       7
a    3947    7684       6
a    6458    6613       2
a    1326    6139       8
a    1962    2482       7
a    1599    7350       2
a     281    1581      10
a    1947    1886       4
a    2893    9222       5
a      95     595       9
a    5768    4689       8
a      82     296       4
a    2021    1329       5
a    7353    2224       6
a    7878    5839       5
a    8430    4491       8
a    7944    8122       6
a    3136    9995       8
a     603    1662       6
a    5546    6035       3
a    7127    1198       4
a    3879    5262       1
a     376     665       8
a    2652     978       8
a    3826    1096       1
a    9269    1020       3
a    7621     368       4
a      99     712       1
a    1405    7825       5
a     813    1091       8
a    3243     379       9
a     620    1325       9
a     794    2862       4
a     230     907      10
a      62      75       6
a    1081     763       2
a    2763    4777       1
a    9441    6611       7
a    8022    9254       8
a    7172    6574       3
a    7573    1126       4
a     208     427       4
a    1450    1027       8
a    2857    3091       1
a    3560    3968       8
a     182     534       9
a    2813    1395       9
a    4316    3436       4
a    2348    4002       8
a    8076    7326       3
a     244    1473       4
a     389    1844       7
a     154    1404       7
a    6009    1981       2
a    9680    3636       2
a    4845    5600       8
a    1328     297       3
a    2382    5039       1
a    5505    6011      10
a    2999    3970       9
a    5450    9898       3
a     642     763       3
a      73     176       1
a    2216    3353       1
a    4265      95       3
a    4699     684      10
a    2152    9456       8
a     846    5483       4
a     230      48       8
a    6466    6469      10
a    6941     562       4
a     149     667       5
a      23     272       4
a    1729    2212       3
a     847    6562      10
a    1103    1836       6
a    6788    5838       5
a    3022    7735       5
a    1949    9450       7
a     483     629       1
a     826    2936      10
a    6949    3532       3
a    9421     902       4
a     177    4074       1
a    3758    3865       5
a    6604      53       8
a    4281    3437       6
a    3819    3020       5
a    7305    7686       1
a    8581    2124       4
a    6059    4273       2
a    1402    3645       5
a    5847    3609       5
a    7083    1674       7
a      58      73       9
a     840    1007       3
a    2801    3013       1
a    5185    9437       8
a    3078    1858      10
a    7640     660       7
a     442    2017      10
a     416    1240       5
a    3519     110       6
a    1658      39       2
a      25     222       4
a      97    1504       5
a    1095    5131       3
a    3888    3525       1
a       5       6       8
a     136     526       8
a    1261    1827       8
a    6258    5861       5
a    9753    6746       6
a    2019    8556       2
a    4990    3500      10
a    2188    5399       8
a    1666    6930       9
a    7619      55       2
a     129     650       5
a      22      33       7
a    1515    1892       8
a    1016    3158       2
a    5637    2388       1
a    9214    5375       5
a    4164    9374       1
a    7784    4692       2
a    2006    2058       7
a    5036    6516       9
a    7622    4426       4
a    5804    7800       3
a    1348    2857       9
a    1181    3540       5
a    4085    2622       8
a    7778    5062       8
a    4856    5643       1
a    8229    7072       1
a    6897    6438       9
a    7816    8189       8
a     857     861       6
a    8072    5577      10
a    4617    3242       7
a     251     304       6
a     849     788       2
a    2900     208       2
a    4491     269       1
a    9554     973       4
a    2461    6639       8
a    1819    3002       4
a     565    1231       3
a    1176    4540       2
a    7473    3149       1
a    4898    7719       7
a      60     101       5
a     247    3807       9
a    1008    7159       5
a    6157    9177       7
a     414    8077       8
a    6575    4629       4
a    4717    1038       2
a     427     952       4
a    2026    3633       4
a    6496    2264       8
a    9819    7325       5
a     948    1315       2
a    1714    3861       4
a    1994    4058       6
a    5548    6810       9
a    1451    6951       3
a    2324    9519       6
a    8889    3577       8
a    1750    2251       7
a    3049    3481       6
a     586    4158       5
a    9588    8079       5
a     721     857       5
a    1847    2619       1
a    3417    6784       8
a    5166    8376      10
a    5612    3662       1
a    2206     110       2
a    7014    4100       3
a    9577    9948       8
a     862    1476       9
a    2372    2966       8
a     955    3613       2
a    4657    7392       4
a      63     199       8
a    2939      37      10
a    5613    3033       3
a    4270    5782       7
a    6323    6846       6
a     665    1242       8
a       1     184       7
a     810    4932       3
a    5475    1848       9
a    5647    6550      10
a    7343     212       6
a     102    2059       9
a     610    1414      10
a    1668    1225       3
a    1988    1474       4
a    9107    8863      10
a    4148    2252       2
a    2909    9891       1
a    5874    3905       5
a    5798    6032       1
a    9061    8848      10
a     221    2348       6
a    5397    2804       7
a      24      35       4
a    7960     710       9
a    8724    5077       9
a     732    3217       5
a     990    7428       8
a    1581    3317       7
a      51     162       1
a     209     461      10
a    3187    3908       7
a    4993    5120      10
a     821    8288       4
a    1014    7814       8
a     221    2172       2
a     487      22       2
a    1122     311       6
a    9470    3044       7
a    3538    7469       4
a     286     458       8
a     310     346       4
a      89     229       6
a     242    1335       4
a     356    3242      10
a    3816    1759       5
a    2951    7025       4
a     698    3679      10
a    7244    3851      10
a    2850    3152       6
a    1105    2088       1
a     818    2498       8
a    3736    3108       6
a    3473     766       7
a     976     344       1
a    3475     696       1
a    2423    4786       1
a     194     201      10
a    8998    6122       4
a    4918     857       1
a    7503    1869       2
a      29      36       6
a     543     672       2
a     704     665       2
a     103     690      10
a    6603    5536       3
a    7060    5695       1
a    3779    9377       4
a    4800    2261       7
a    2656    5714       1
a    4117    2248       8
a    1612    8156       2
a     387     466       6
a    3963    2314      10
a    2194    1142       9
a    3427    3721       4
a    7116    4832       1
a    7580    2806       2
a    9756    8834       8
a     767    1957       1
a    6754    1258       4
a    8367    6543       9
a      16      71       8
a    3318    1860       1
a    4467    3052       8
a      51    9030       1
a    1316    7112       2
a    8721     320       1
a    3992    3806       4
a       3       2       1
a       4    4746       8
a     543    7446      10
a     580    7825       1
a     303    1123       7
a    3554     106       7
a    5526     367       3
a    8587    1575       2
a    4869    6102       3
a    1275    1614       9
a     128     270       8
a      62     103       9
a     412    4916       7
a     535    9597       3
a    9756    3577       5
a    4074    1061       9
a    3863    8212       3
a    7943    3630       2
a    1175    1896       1
a      13     621       6
a    3120    5912       3
a    2283    4281       5
a    5097    2141       7
a    9367    7110       7
a    2842    7793       6
a    8739    8261       5
a    2647    2911       8
a    4073    9653       3
a    5681    7581       6
a    1024    2807       4
a    3519     515       6
a    1453    2881       5
a    9532    9086       8
a    4394    4256       8
a    5479    8767       3
a    7049    4351       1
a     944    1421       8
a     331    1750       6
a    3282    4130       7
a    5145    4058      10
a    7170    9262       6
a      14      17       7
a      36     479       3
a    1318    2073       9
a    2254    3139       2
a    4822    3107       4
a    8970    3813       1
a    9574    1398       8
a      30      31       8
a    3851    4139       1
a    6382     716       4
a    6614      73       5
a     506    1060       2
a    2683    6340       8
a    6802    6523       1
a    1039    7001       6
a       7    9773       3
a    5622    4363       7
a    2130    2313       6
a    1144    5066       3
a      53    1567       4
a    2112    1804       1
a     495     702       3
a    7658    8002       3
a     183     417       7
a    1065    3708       8
a    1275    6373       7
a    8371    8707       2
a    1815    4108       1
a    3855    7731      10
a    6079    6281      10
a      84     276       5
a      29     315       1
a    1044    5406       4
a    5262    9210       8
a    1024    1315       2
a    4293     407       7
a    8456    3673       2
a      79    3513       7
a    3479    1571      10
a    2214    7862       4
a    8585    7634       7
a       3       4      10
a       8    1174       3
a    8009    1483       4
a    8826    5367       8
a      82    1853       4
a      91     289       7
a    8293     283       6
a    9528     866       5
a    2128    7527       7
a    1496    8156       8
a    3071    4931       3
a    7642     190       5
a    1318    1334       4
a    1823    3881       3
a      23    2469       7
a      23    3217       6
a    3430    5899      10
a    2659    1489       5
a    8403    1795       4
a    8812    3172       3
a    9067    9437       2
a     100     145       2
a       3       7       4
a     635    2176       9
a    3097    2978      10
a    5250    2978       8
a     242    7931       2
a     764    4459      10
a      54     235       8
a     646    2800       1
a    1348    2931       8
a    5436    1009       2
a    8200    4065       6
a     423    6642       4
a    4457    1661      10
a    1236    2373       4
a    3698     178       4
a    3504    5881       6
a    7252    5893       4
a      23      24       9
a     910    4004       2
a    1887    8183       1
a    4317    5207       8
a    9654    1530       9
a      55     313       5
a     106     110       3
a     315     517       4
a    2051     610       8
a    9715    1790       8
a    9731     737       3
a    8456    5631       9
a      80    1008       9
a    3476    1288       3
a    8037    4052       8
a     388     301       7
a    1958    9358       5
a     309    2770       8
a    2650    3007       6
a    2034    2880       3
a    3352     798       6
a    7522    4850       5
a    5596    3937       8
a     614    2792       3
a    3415     417       8
a    1235     463       9
a    2491    1492       4
a    1667    3033      10
a      61       6       2
a     407      46       3
a    4727    3765       5
a    2388    6603      10
a    3723    9233       6
a    1925    6028       6
a     544     999       1
a    1093    2431       5
a    4792     122       5
a    7680    2984       2
a     247     533       6
a     238     416       6
a    2344      70       8
a    1794     357       6
a    3580     368      10
a    4919    3972       9
a    3829    1811       7
a    5642    2214       4
a      55      84       7
a    7717     862       4
a    5369    2902       7
a      13      47       2
a     813      20       7
a    3542    2780      10
a    5464    7461       7
a    6973     133       2
a    4372    3968       4
a    2920    3756       2
a     852    2539       1
a       4      24       7
a      60    3244      10
a    2512    3877       1
a    1987    9584       1
a    8714    4339       6
a      15    7277       8
a     196     256       8
a     750    3704       6
a      64    9170       3
a    1369    3594      10
a    2670    7314       8
a    1930    4752       3
a    4870    5619       2
a      67      31      10
a    6669    1191       6
a    2390    3705       9
a     848    2275       7
a    3577    1847       9
a    1179    7411       8
a    9087    8562       4
a    9297    9908       2
a    9420    1222       4
a    8169    8033       3
a     101     513       5
a    6242     844       2
a     776    4494       7
a    6299     442       5
a    9880    1414      10
a    4810    1609      10
a    9255    7338       9
a    3928    5219       7
a     115     771       4
a      56    5562       1
a    6342     990      10
a    7667    8063       3
a    1392    8002       4
a    7021    7506      10
a    1216    1791      10
a    8793    6177       9
a    8222    5082       7
a     139     159      10
a     185     187       3
a     846    5812       5
a     173    1298       7
a    2453    5235       5
a    2830    8763       6
a    2022     970       1
a    7013    3081       7
a     455     665       5
a    8377    5329      10
a    9481    4811       3
a    7319    3080       2
a    1489    2441       8
a       3      43       3
a     563     879       2
a    7243    2288       7
a     109     128      10
a     121     169       5
a    6178    6174       7
a    4479    1138       8
a      29      48       5
a    8932    7076       7
a    2807    9448       2
a      14     200       9
a     464     117       8
a    8032     717       1
a    8438    1262       2
a    3906    7741      10
a     750    3996       8
a    3669    5703       9
a     214    6724       4
a      19    3848       4
a    7021     496       7
a    7174    7388       8
a     525    6483       6
a    6765    2129      10
a     555    9208       1
a    4535    9262       8
a    7790    2575       4
a    3782      48       8
a    7132    6582       7
a     268     443       2
a      17      56       4
a     265      14       7
a    9076    6368       6
a     304    1468       9
a    2834    1454       7
a    3403    3743       9
a    9621    2951       3
a     137    9874       7
a    7501    1561       4
a    8445    6244       8
a      97     560      10
a    1355     988       2
a    1190    9269       4
a    3833    9527       6
a      10      13       4
a      66     215       7
a    2616    1950       1
a    9107    9983       9
a    3266    5595       7
a    1788    8484       3
a    2808    9094       3
a    7108    2337       8
a     537     871       1
a    1067    5062       3
a    2606    7287       1
a    3359    8367      10
a     447     593      10
a    1294    4636       6
a    3645    9446       8
a    2847    2698       8
a    7410    2943       2
a     368    1259       2
a     109     177       4
a     315    1396       9
a    4825     986       5
a    7634    2846       6
a    9209    9061      10
a     254     355       1
a     107     916       8
a    3413    3227       7
a    4842    5058       6
a    1149    4680       4
a    8987    1932       1
a    8865    1909       4
a    9165    6951       8
a      25     194       5
a     435     626      10
a     292     580       3
a     857    4260       2
a     119     189       6
a    2173    4887       9
a    5822    5127       8
a    9200    4664       4
a    7967    8108       8
a    1339    1891       1
a     196     234       1
a      29      37       3
a     301    3010       7
a    7737    4457       6
a     347    4037      10
a    8481    5209       4
a     278    2692       5
a    1141    1288      10
a    1367    3471       1
a    2913    3548       1
a    1983    1660       1
a    7836    3028       3
a     301    2121       5
a    7659    6542       9
a      24     336       2
a     602    1506       3
a    2681     122       3
a    7874    4024      10
a      79    3533       4
a    1574    2537       9
a    6995    3712       5
a     225    1629       7
a    9331    1524       2
a     302     567       9
a     129     246      10
a    4314    4937       5
a    7243     128       5
a    9220    3511       1
a    9275    7712       1
a    6307    7054       8
a      28    3055       6
a    2398    3438       6
a    3927    2444       1
a    9200    5971       5
a       6       3       5
a     134    1609       3
a      32      43       5
