c Random Network
p max  1000   10000
n         1  s
n      1000  t
a     566      18      24
a     847     146       5
a     896     105      50
a     386     302      13
a     130     187      23
a     845     110      93
a     703     585      76
a     895      58      22
a     530     330      15
a      28     637      32
a      13      41       8
a     511     302      37
a     112     158      61
a     955     119      29
a      17      42      18
a     898     120      45
a      12     221      71
a      13      60      23
a     153     101      17
a     603     231      45
a     852     637      64
a     261     877      60
a     917     943      24
a      71     467      45
a     119     489      38
a     236     119      94
a     146     156      14
a     327     109      78
a     867     186      50
a     730     711      77
a     125     240      46
a      25      21      64
a      93     258       8
a      93     313      93
a     786     970       2
a     555      10      53
a     726      22      52
a     563     220       4
a     612      68      88
a     195     511      95
a     421     197      38
a     715     172      11
a     961     639      17
a     710     709      31
a     143     207      69
a     318      48      62
a     964     473      20
a     226     511       1
a     315     637      51
a     553     963      18
a      35      59      57
a       8      59      49
a     342     430      44
a     366      78      26
a      15     246      52
a     595     887      51
a      99     174      88
a     194     329       1
a     275     420       8
a     804     605      13
a     870     226      75
a       5       4      11
a     315       6      41
a     909      11      18
a     636     651      42
a       5      64      86
a     927     559      54
a       3      33       3
a     200     395      61
a     156     883      95
a     236     741      76
a     193     668      31
a       9       6      47
a      47     565      98
a     345     329      80
a     226     699      81
a     209     134      59
a     856     636      75
a     209      16      26
a      30     146       4
a      11     116      53
a     404      35      65
a     481      97      61
a     582     484      40
a     213     341      68
a     142      65      45
a     874     880      78
a      29      22      77
a      97      59     100
a     549      73      96
a     148     600      16
a      59     104      77
a     200      53       3
a       6     287      68
a     882     954      49
a     209      44      62
a     940     234      58
a     121     154      80
a       1      16      24
a     249     313      25
a     190       8      95
a      14     277      41
a     841     640      13
a      15      37      63
a     443     468       3
a     375     309      46
a       6     102      52
a      15     174      98
a      21     854      21
a     159     188      38
a     479     870      90
a     675     452      32
a      17     467      43
a     361      60      99
a     841     594      50
a      64      69      18
a      92     266      13
a     610     360      43
a     979      17      64
a      99     284      73
a      16      58      45
a      96      41      10
a     115     296      34
a     384     655      51
a      52     194      87
a     746      57      84
a      33      89      16
a     350     127      42
a     532     146      66
a     681     458      34
a     121     405      66
a     507      75      93
a     167     618      87
a      33     835      15
a       3     691      85
a      10       8      66
a      97     507      98
a      95     881      26
a     722     886       5
a      31     363      37
a      13       7      88
a      13     647      74
a     502     164      74
a      13      83      82
a     329     199      57
a     829       7       5
a      18     249      46
a      72      60      95
a     502     139      64
a     589     181      39
a     408     759      13
a      23      31      97
a     565      77      46
a     270      13      57
a       3      60      66
a      64     306       1
a      68     458      74
a     668     480      70
a     264     154       7
a     100      40      49
a     126     284      26
a     977     464      25
a     657     405      98
a     193     370      87
a     792     469      50
a     285     281      28
a     240     288      71
a     763     433       3
a     321     318      61
a     780     169      42
a     431     455      18
a     413     577      73
a     344      61      30
a       5      40       9
a      84     218      91
a     792     986      80
a     126     757      94
a      40     717      94
a     133     356      30
a     408     602      39
a     764     986      63
a     287      76      70
a       1     146      52
a     684     397      20
a     288     401      69
a     617     186      13
a     309      14      81
a     677     232      27
a     995     532      33
a     753     772      36
a     274       7      31
a     484     181      65
a     339     557      28
a       2      93      56
a     649     932      26
a     830     987      26
a      33     403      59
a     460     194      84
a     634     302      92
a      13     679      57
a      24     768      99
a     946     446      61
a     155     379       5
a     691     486      57
a     951     145      25
a      56      77      84
a     392     209      20
a     154     242       7
a     269     506      17
a     324     370      88
a     658     232      45
a      62     794      84
a      69     622      14
a     198     310      31
a     523     483      94
a     213     489      21
a     770     994      45
a     389     259      17
a      29      82     100
a     195     197      62
a     455     119      55
a     534     886      60
a     146     506       4
a     147     784      86
a     806     740      70
a       7     115      47
a     192      39      88
a       4     369      70
a       5     745      29
a     490     658      79
a     461     532      42
a       3      42      44
a     599     288      27
a     537     231      64
a      28     302      38
a     131      54      16
a     450      33      20
a     398     882      29
a     566     900      67
a      25      30      46
a     365     457      86
a     485     150      23
a       1      84      56
a      53     128      85
a     717     926      46
a     215     869      28
a      79     345      42
a     198     855      21
a      13     295      20
a      29     983      91
a     625     636      65
a      14      52      28
a      21      17      23
a      28     101      29
a     102     120      36
a     822     992      26
a     555     733       8
a      53     105      41
a     203     355      72
a     224     401       7
a     637     999      74
a      18      10      50
a      39     288      22
a      12       9      30
a      44     653      19
a      54     951      31
a     478     836      36
a     643     285       8
a       5       1      58
a      25     267      78
a     727     749      46
a      37     520      15
a      20     444      33
a     202     686      14
a      44     584      15
a       8      19      95
a      70     181      78
a     236     111      45
a     343     182      17
a     501     181       2
a       7       1      26
a     239     403      57
a       6      88      95
a     282     632       2
a     564     768       5
a     223     833      87
a     939     139      57
a     255     244      50
a     257     698      20
a      25     123       1
a     236     290      46
a     465       5      99
a     497     157      56
a     770     573      66
a     126     139      51
a      25      41      20
a     494     239      89
a     848     310      29
a     771     546      77
a      53     126      92
a      88     540       1
a      33       3      83
a      73      39      58
a     176     211      95
a     736     890      10
a     387     395      87
a      18      21      26
a     129     263      79
a     663     286      76
a     126     850      93
a     324     955      65
a      13     997      40
a     179     220      66
a      43      68      89
a       1     223      56
a     845     107      39
a     667     518      48
a     856     671      95
a     902      77      95
a      29     430      52
a     923     456       6
a       1     218      71
a     678     304      69
a     776     957      83
a     608     788      69
a     847     288      43
a      32      38      69
a     166     427      26
a     571     299      27
a     891     519      54
a      75      77       6
a     128     131      51
a     202     706      52
a       2      54      32
a     206     328      66
a     323     182      18
a     613     661      66
a     308     855      33
a      56      66      12
a     546     199      48
a      26      22      24
a      52     744      93
a     275     977      78
a     655     701      90
a     687     356      47
a     134     189      58
a     609     138       7
a     767     311      30
a     173      13      64
a     681     473      49
a     923     295      65
a     993     817      86
a      12      28     100
a     529     257      45
a      57       6      97
a     766     475      61
a     197     233      59
a     142     165      91
a     238     239      36
a     128     209      27
a     206     191      33
a     743     525      21
a     901     354      83
a       3     137      19
a      62      14      54
a     818     378       6
a     934     208      74
a     575      40      88
a     176     184      35
a      81       2       9
a      98       2      74
a     569     819       9
a     842     999      65
a       2      38       7
a      12      54      78
a     142      16      38
a     184     663      70
a     616     565      66
a      77     165       8
a     173     874      49
a      15      51      26
a      93     265      45
a      27     661      91
a     689     670      32
a     858      76      50
a      15     255      69
a      26     615      68
a     325       7      63
a     814     438      74
a      62      66      98
a      66     195      21
a     192     197      32
a     365     783      64
a     660     709      89
a      27     659       2
a     679     182      85
a     812     319       2
a     987      76      62
a      31     121      11
a     995     682      28
a      24      70      24
a      73     336       2
a     528     145      74
a     100     767      71
a     995     483       8
a      57     124      79
a     839     662      77
a     802     856      28
a      74      86      81
a     107      70      86
a     541     301      79
a     762     366      12
a     418     560      66
a      33      59      99
a     190     388      92
a     310     891      42
a     552     683      16
a       4      50      36
a     243     435      81
a     185     746      58
a      11     628      62
a     166     297      80
a     214     981      77
a     845     942      67
a       8     615      22
a      86       1      93
a     745     123      82
a     112     629      14
a      23      17       4
a     104     148      69
a     675     236      73
a      88     768      73
a     914     942      14
a     285     534      96
a     535      27      29
a     965      54      13
a     208     303      25
a     608     662      23
a     786     980      54
a      76     116      29
a     142     324      17
a     557     408      39
a     331     561      89
a       5      23      39
a      34     212      39
a     920     268      30
a     112     176      49
a      36      27       2
a      69      10      94
a     596      29      79
a     538     864      98
a     606     113     100
a      32      40      76
a      89     436      51
a     245     976       7
a     191     367      46
a      34      21      23
a     487     702      77
a      15     118      27
a     309     118      36
a     477     646      57
a     944     470      24
a     622     604      20
a      51      67      29
a      96     183      38
a       5      49      46
a     264     584      88
a       5      68       6
a     107       8      58
a     130     323      71
a     559     812      51
a     299     612     100
a      99     159      75
a     255     418      57
a     391     681      46
a     289     982      84
a       4      49      19
a     824     934       5
a      68     446      50
a     457     286      19
a     333     434      60
a     671     929      27
a     171     173      12
a     203     423      21
a     671     209      16
a     890     724      75
a     128     146      50
a     155     936      68
a     349     213      18
a      86      91      67
a      11      22      37
a      36       2      57
a     864       6      13
a     541     616      63
a     181     142      13
a     840      94      19
a     832     597      48
a      69      79      23
a     249     119      77
a     513     710      33
a     677     168       1
a     339     884      22
a     110     125      21
a     188      48      82
a     816     683      55
a     934     117      25
a     418     585      49
a     655     941      98
a    1000     213      92
a     176     343      49
a     136     279       5
a     506     103      34
a     693     445      31
a     685     703      12
a      87     312       2
a     431     492      43
a     376     771      28
a     407     656      55
a      23     603      63
a     329      92      67
a     170     993      69
a     166     100      19
a      25      54      34
a     368     451      72
a     253     144      67
a      33      97      20
a     238     458      81
a     260     784      24
a     880     342      92
a     781     880      33
a      22      39      91
a     570      95      84
a     848     414      36
a     832     950      99
a      94     312      98
a     240     326      61
a      89     183      13
a     269     143      98
a     473     943      22
a     586     866      63
a     677     471      73
a     127     175      39
a     446     213       6
a     822     224      37
a     373     544      73
a     245      11      96
a     530      86      28
a     280     367      59
a      11      27       1
a     134     181       7
a     603     504      61
a     902     641      77
a     665     429      25
a     185     429      68
a     283     156      97
a      33      48      91
a      63     428      48
a     349     480      14
a     264     854      43
a     336      20      46
a      17     117      46
a     627     332      74
a     551      60      91
a     568     617       8
a      12      32      70
a      75     191      99
a      83     832      71
a     938     169      36
a     277     812      80
a      16      14      86
a     504      15      30
a     566     292      83
a     161     900      26
a     431      53      59
a     117     917      14
a      12      56      12
a     101     283      81
a     362     212      23
a     144     955      93
a     504     566      48
a     595     334      26
a      76      35      92
a     397     256      38
a     730     606       3
a     305     375      10
a     502      63      37
a     517     294      98
a     347     903      86
a     947     603      49
a      56      70      38
a     153     236      23
a     922     648      96
a     382     436      29
a      40      91      14
a     887     584      79
a      10       4      30
a      66     228      84
a      20     491      88
a     112     232       9
a     946     579      67
a      12     323      82
a     488     763      44
a     174     834      96
a     267     573      58
a      30      45      65
a      57      53      63
a     953     689      64
a     188      53       2
a      82     301      60
a      50     109      29
a     221     646      19
a     679     796      25
a     946     594      18
a     827     598      92
a     159     966       5
a       9      21      36
a     553     425      94
a      57     785      13
a     115     635      41
a     360     138      86
a     301     362       2
a      61     463      23
a      52     287      62
a     374     859      86
a      80      34      68
a     386     130      41
a     445     250      18
a     141      83      56
a     895      95      64
a     957     356      33
a      41      44      97
a     710      54      43
a      12      38      28
a     102     725       6
a     937     994      23
a     217     632      75
a      31       6      44
a     232     649      97
a     918     327      11
a     274     514      30
a     204     233      41
a     462     622      31
a     349     935      97
a     407     933      16
a      10      42      80
a     294     510      33
a      52     513      92
a     189     184      59
a     211     213      70
a     111     135      77
a      31      16      51
a     807      98      30
a      34      88      29
a     101     319      24
a     749     772       1
a     339     968      43
a     504     529      99
a     137     179      22
a     193     472      75
a     293     656      16
a     134     797      51
a     132     171      58
a     182     105      56
a      17     846      29
a     129     447      85
a      48      75      56
a     460       4      65
a     422     531      30
a      50     619      66
a      16      26       3
a     194     333      24
a     520     202      99
a     309     510      79
a     316     632      23
a     322     572      48
a      83     261      16
a      41      71      43
a      57     477      64
a     427     502      97
a      22     244      36
a     241       3      19
a     937     326      27
a      40     150      71
a     630      35      24
a     518      94      18
a     672     230      65
a     698     384      27
a     755     785      90
a      89      14      38
a     520     184      27
a     187     462      78
a     112      38      92
a     858      73       2
a     617     564      26
a       4      43      72
a      38     464      94
a     362     406      51
a     808     497      86
a      48     264      40
a     250     316      77
a      24      86      27
a     737      82      71
a     250     949      76
a       9     500      65
a     582      40      21
a      14     506       1
a     594     673      22
a     110     933      64
a     320     329      15
a     554      66      62
a     261     163      93
a     129     392      42
a     158     833      52
a     879     420      37
a     106     122      47
a     347     470       5
a     149     838      17
a     788     635      38
a     143     691      12
a      44     329      42
a     989     669      50
a      34      68      12
a     156     128       8
a     307     502      48
a     926     144      10
a     566     107      99
a      71     167      17
a     206     203      23
a     212     995      44
a     278     536      69
a      11     358     100
a      44     378      67
a     760     487      92
a      33     419      12
a      40     394      97
a     294     304      78
a     344     526      58
a     353     735     100
a     523     323      18
a      45      76      16
a     402     512      16
a     311     453      73
a      69     307      36
a     139     119      10
a     467     433      53
a     755     644      69
a     836     136      45
a      62     117      36
a     182     447      13
a     899     447      99
a     449     896      71
a      27     153      81
a     499     238       2
a     500     543      21
a     550     582      24
a     739     854      33
a      44       2      65
a     741     751      39
a     627     119      33
a     811     441      52
a     129     401      21
a     582      27       8
a     131     266      48
a     739     980      27
a     584     639      50
a      13      22      31
a     123      33      18
a     102     159      62
a     373     383      75
a     109      10      50
a     208      98      12
a      10       6      62
a       7      74      24
a      28      12      81
a     242      99      18
a     798     366      36
a     219     965      42
a      32      63      32
a       1     109       1
a     594     844      50
a     218      61      73
a     410     125      80
a     540     263      33
a     651     241      18
a      24     738       8
a      37      56      49
a      84     199      18
a     284     209      44
a     633     963      89
a     883     741       4
a     928     974      50
a      32      36      20
a     323     213      97
a     120      79      53
a     204     433      52
a       4     255      52
a     927     187      49
a     232     632      60
a      86     406      64
a      14      79      81
a     144     212      44
a     831     734      41
a     208     457      81
a     440     706      95
a       3     107      45
a     264     126      72
a     175     971      96
a     845     318      65
a     347     916      89
a     293     510      52
a      29      20      23
a     137     571      48
a      82     444      44
a       7     374      18
a     538     191      47
a      41      45      13
a       1     206      83
a     383      82       9
a     687     251      19
a      18       4      93
a      94     787      47
a      38     714      19
a     658     938      14
a     270     569      82
a     515     617      31
a      31     619      86
a      90     268      98
a     951     703      13
a      61       9      49
a     792      50      25
a     928     834      50
a      13      32      34
a       1      43      35
a     318     754      39
a     790      45      75
a      63     446       3
a     674     952      62
a     357     875      56
a     769     239      97
a     397     123      63
a      48     455      92
a     512     561      13
a     115     644      56
a     821     566      87
a     939     703      92
a      30      32      62
a     646     788      58
a      46     100      59
a     132      53      89
a     236     427      53
a     243      92     100
a     313     485      34
a     105     122      25
a     271     125      10
a     455     847      24
a     780     738      97
a     172     193      99
a     923     315      39
a     756     169      36
a     111     152      42
a      15     242      69
a     266     207      83
a     120     103      15
a     495     989      31
a     166     158      55
a     334     282     100
a     988     497      88
a     856     931      74
a     487     984      48
a       2     283      10
a     421     190      80
a       2     805      15
a     636     604      10
a     389     451      49
a      14      19      63
a      27     381      31
a       4      84      74
a     274      10      46
a      63      73      87
a      76     273      72
a     683     312      43
a     203     346      60
a     344     754      12
a     113     360      88
a     366      86      78
a     869     203      47
a     522     350      48
a     253     663      34
a     486     864       7
a      17     125      40
a      41     146      84
a     613     103      43
a      91     256      26
a     260     398      22
a     641     159      12
a      35      51      58
a      21       6      83
a     491     538      59
a     527     374      35
a       3     675      51
a     205      62       8
a     940     966      69
a     237     393      65
a     596     611      59
a      69     109      93
a     192     284      60
a     355     727      25
a     251     593      48
a     386     926      96
a     791     135      90
a     141     169      68
a      90      95      65
a     750     464      93
a     435     829      31
a     253      50      30
a     200     144      79
a     533     684      37
a     274     594      83
a      84     132      70
a     479     222      78
a     157     487      53
a      87     773      26
a     211     161      44
a      21     106      67
a      32      43      50
a     199     887      25
a     893     196      80
a      26     734      68
a     744     820      32
a     211     405      93
a     585     600      73
a     812     241      48
a      38      45      46
a      90     107      47
a      49     474      92
a     249     755      81
a      57     439      96
a     940     830      72
a     711     524      79
a       6      27      44
a       6      17      84
a     235       7      43
a     296       7       1
a     385     362       5
a      57     116       2
a      30     363      68
a     106     136      76
a     190      56      66
a     658      70      12
a     576     102       4
a     715     936      40
a     635     149      90
a     753     419      15
a      84     287      50
a      18       5      85
a     426     877      79
a     942     810      30
a      11      31      30
a     108     223      36
a      60     106      23
a     269     929      98
a     215     541      87
a      18       6      65
a      77     585      56
a     424     287      35
a     232     290      89
a     482      20      53
a     657      24      52
a     854     141     100
a     965     677      41
a      21      14      94
a     257     105      73
a     806     206      29
a       1     295       9
a     984     887      84
a     970     197      22
a     800       6       1
a      57      24      30
a     260      31      49
a     129     116      78
a     726     176      15
a     819      47      50
a      48      61       3
a     601     105      90
a     797     296      48
a     161     515      72
a     394     721      97
a     363     293       7
a      23     127      10
a     134     331      91
a     259      19       6
a     538     595      44
a     155      16      70
a     444     268      52
a       4      90      42
a     137     339       4
a     563     982      51
a     575      86      57
a     613     673      90
a     142     147       5
a     201      12      22
a     728     297      13
a     139     492      80
a     661      59      55
a     697     566      76
a     725     754      84
a       3     258      64
a     541      79      66
a     123     680      91
a     297     600      49
a     983     638      42
a      30     236      88
a      79     389     100
a     791     125      19
a     127     138      96
a     170     314      78
a     364     903      79
a      82     497      11
a      60     867      78
a      25     116      77
a     298     192      27
a     868     600      71
a      82     251       5
a       1      39      89
a      23      67      47
a     839     935      49
a     114     234      20
a      11      23      74
a     353     959     100
a     346     477      36
a      10       2      37
a       1     389      43
a     441     479      66
a     525     524      89
a      69     353      41
a     448     358      34
a     210     387      14
a     465     997      72
a     791     443      39
a       8      96      47
a     107      90      16
a     348     816      73
a     847     104      52
a     226     120      14
a     368     234      98
a     308     747      27
a      45      38      81
a     129     191      24
a     638     400     100
a     979     564      90
a     737     127       2
a     193     271      57
a       1     325      87
a     336     489      66
a      42      17      55
a      66       2      51
a      47     167      93
a     532      26      78
a      53       2      34
a     506      30      45
a     872     471      61
a      50       8      89
a      77     163      81
a      43      50      48
a      67      32      22
a     145      48      17
a     512     248      15
a     845     197      59
a     130     689      85
a     261     986     100
a     380     832      21
a      32     100       3
a     249     671      47
a     684     694      75
a     868     981      91
a     371     134      95
a      59     511      45
a     184     215      62
a     429     164      45
a     523     240      82
a     209     952      55
a     523     530      89
a     785     490      62
a      95     134      38
a     326     332      80
a      68     706       3
a     916     443      63
a     487     154      74
a     227     155      82
a      13     455      19
a     177      89       8
a     643     130      77
a     228      20      27
a     231      87      94
a     292      94      92
a     964     162      31
a     459     644      76
a      14      72      40
a     243     155      85
a     917     281       4
a     360     359      33
a      51     155      36
a     317     702      98
a      31      21      61
a     148     134      13
a     215     107      66
a     431     653      76
a      10      29      19
a      88      55      33
a     679     688      86
a     710     152      86
a      39       9      82
a      71      10      44
a     300     558      38
a      20      22      10
a     335     419      29
a     215     503      99
a     680     583       5
a     720     665      52
a     358     427      37
a     606      43      43
a     147     258      16
a     495     341      52
a     911     867      49
a     213      33      28
a     805     847      89
a     791     843      28
a     270      31      44
a      50     448      74
a     616     963      65
a     913     265      20
a      66     108      59
a     436     347      75
a     327     200      88
a       6      36      43
a      17      44      87
a     879     488      82
a     899     555      62
a     616     337      38
a       2      50      10
a      93     296      67
a       9      18      48
a     172     760      32
a     204     788      88
a     780     574      80
a     305     550      25
a     751      43      14
a     950     636       1
a     177     474      29
a     316     751      64
a     554     798      86
a       8      28      73
a      28     276      19
a     273     904      25
a     974     699     100
a     718     498      89
a      44      53      19
a      93     718      80
a     114     704      69
a     695     438      91
a     403     302      97
a      79     439      46
a      36      39      78
a     279     240      56
a     100     499      11
a     318     367      96
a     862     982      37
a      29      65      22
a     260      54       4
a     261     301      90
a       6       3      96
a      17     221      83
a     166     926      43
a     486     497       8
a     145     982       3
a     175     244      26
a     284     192      71
a     331     231      10
a     694     632      98
a     130     251      56
a     343     669      77
a     620     401      51
a       2      56      22
a     340      71      19
a      15     473       8
a     244     342      75
a       9      15      92
a     422     100       5
a     422      52      19
a      74     113      44
a     303     546      42
a     826     860      79
a     653     546      66
a     677     950      28
a     228     264      54
a     346      24      64
a     984      26      71
a     804     336      38
a      29      91      44
a     847     372      32
a       5      25      56
a     249      95      45
a      43     694       5
a     527     122      27
a     986     584      39
a      15      27      24
a      31     198      93
a     426     729      92
a     193      12      51
a     186     576      21
a     239     770      82
a     532     515     100
a     113     166      75
a     106     118      14
a     504       3      42
a     881     206      70
a     637     490      36
a     479     481      94
a     254     511      68
a      11      33      17
a      42      10      12
a      62     589      17
a     795     527      41
a     745     144      75
a       5     401      61
a      49     495      30
a     848     777      90
a     701     140      69
a     229     317      54
a     438     445      75
a     487     993      58
a     162     874       8
a     202     198      11
a      26      37      29
a     192      22      50
a     707     489      86
a     343     479      99
a      62     414      69
a     917     123      67
a     103     442      27
a     159      65      93
a     331      11      34
a     254     141      45
a     417     891      51
a     541     520      54
a     102     291      13
a     399     566      60
a     659      77      52
a      32      50      88
a     231     546      23
a     260     836      42
a     429     234      43
a     980     930      46
a      10      77      83
a     198      96      58
a     738     476      93
a     135       3      58
a      76      98      13
a      68     719      59
a     121     892       4
a     709     577      14
a      62      56      54
a     832     798       4
a     774     358      69
a     544     944      49
a     773     177      87
a     670      88      65
a      89     317      78
a      96     109      21
a     117     129      56
a     402     591      54
a     429     378      14
a     184     178      92
a      96     743      25
a     224     586      15
a     124     151      26
a     965     252      52
a     130     264     100
a     823     536      38
a     945     887      52
a      12      24      94
a      14      70       2
a     627      71      93
a     734      83      46
a      66     805      29
a     415     601      54
a      30     129      15
a     240     786      52
a     139     230     100
a     485     580      59
a     109     660      74
a     621     849      15
a      62     877      16
a     298     419      30
a      42      71      93
a      52     630      18
a     995     417      45
a      95     187      25
a     774      95      55
a     926     353      73
a     830     572      38
a     138     149      34
a      13     255      69
a     148     303      77
a     532     382      85
a     619     585      16
a     829     830      91
a      38     350      52
a     417     198      57
a     684     146      35
a     563     887      13
a     390     915      44
a     133     601      63
a     642     105      77
a     223     962      94
a     267     445       3
a     966     239      76
a     127     589      72
a      14     122      97
a     466      37      31
a     182     957      47
a     676     625      62
a     407     862      48
a      77     213      21
a     570      98      89
a       3      13      51
a     327     466       4
a     166     244      90
a     908     727      90
a     561     439      87
a     588     278      14
a     992     689      83
a       8     104      63
a     252     188      28
a     134     622      20
a       7      65      69
a     954     907      86
a     938     510      27
a      19      81      96
a     227     820      73
a     119       5      48
a     411      17      34
a     142     198      24
a     185     745     100
a     145     180      30
a     667     129      70
a       3     262      17
a     166     729      89
a    1000     155      10
a     967     276      25
a     579       7      18
a     321     652      95
a      56     136      58
a     356       1      11
a      19      15      46
a     287     325      66
a     888     755      42
a     471     370      38
a      35      68      99
a     138     296      35
a     290     719      23
a     736     831      94
a     847     415      63
a      23      32      19
a      81      61      56
a     468     114      74
a      62      94      87
a      98     240      30
a     322      36      24
a     122     777      59
a     510     278      20
a      71      87      14
a     158      16      48
a     214      36       1
a     794     529      99
a     849     622      69
a     493     846      92
a      18       9      73
a     657     157      17
a     184      35      47
a      44      92      55
a     256     302      39
a     903     982      17
a     297     665      95
a     894     949      45
a      52       7      51
a      87     100      20
a     605     808      66
a     150     715      98
a     592     926      40
a      63     197       6
a     552     209      53
a     644     275      11
a     312     888      36
a     147      19      43
a     147     130      94
a     417      31      71
a      61      71      94
a      24     135      15
a     184     247      20
a     894     279      95
a     471     933      98
a      84     160      26
a      28     121      86
a     888     837      38
a      27      45      15
a      83     152      76
a     657     734      21
a     109     837      70
a     483     119      83
a      90     156      97
a     362     732      24
a     418     632       6
a     801     434      69
a     545     230      78
a     988     473      35
a      47     127      84
a     325      18      36
a     161      14      42
a     680     451      50
a      97     207      49
a     781     993      48
a     170     633      23
a     128      62      44
a     132     266      13
a     375     534       6
a      35     947      67
a      17     833      21
a      33      36      76
a     121      96      26
a     830     623      88
a     687     980      11
a       7      40      10
a     647     306      22
a     424     841      30
a      10     110       2
a     254     303      77
a      72     272      17
a     595     538      58
a     636     165      49
a      24     120      53
a     394     533      28
a     373     951      98
a     117     132      99
a     306     414      69
a     441     425      48
a     921     243      39
a     871     689      73
a     519     597      70
a     646     221      50
a     694     826       2
a     807     764       8
a     122     278      15
a      49      33      91
a     481     342      57
a     192     513      14
a      35      39      31
a       1     142      67
a     208     827      29
a     175     678      62
a      32     766      62
a      25      36      62
a     111     960      55
a     510     950      21
a      62     217      49
a      73     939      24
a     389      12       1
a     113     472      11
a     204     581      65
a     901     408      18
a     170      83      25
a     738      22      66
a     214     559      40
a     520     747      33
a     865     587      18
a     784     817       6
a     920     868       4
a     547     113      60
a      21      40      93
a      74     750      96
a     156     278      50
a     693     944      59
a     108      38       3
a     311     885       5
a     972     890      37
a     979     172      87
a     223     591      61
a      10     111      47
a     111     338      62
a     305     440      71
a     628     987      48
a     129      30     100
a     703     659      92
a     265     509      48
a     594       4      15
a     442     224      43
a     676      11      75
a     261     864      85
a      92     897      83
a       4     177      70
a      90     412      90
a      25      47      73
a     960     977      90
a      18      78       5
a     116     148      14
a     784     150      80
a     225     406      71
a     486     329      57
a     103     427      43
a      24     657      21
a      89     297      35
a     299     690      68
a      28     597      95
a     643     453      98
a      35      58      51
a       6     152       7
a      82     156       8
a     133     293      24
a     215     470      75
a     755     289      97
a      40      44      65
a      10      53       9
a     357     664      14
a     600     850      69
a      23     217      83
a      65     212      54
a      43     717       6
a     952     204      91
a     449     749      22
a       1       8     100
a     221      40      99
a      12     298      19
a      26     235      99
a     500     849      41
a     438     903      86
a     203     517      16
a      22     192      73
a     439     624      48
a     745     896      84
a      13       9      91
a     117     155      33
a     140     243      80
a     613     587      33
a     657     744      87
a       3      16      80
a      53      63      30
a     312      79      92
a     550     894       1
a     717     111      38
a      29      18       4
a     607     119      11
a     951     273      28
a      27     366      87
a     701     530      17
a      78     703      28
a     812     460       9
a      37     136       3
a      11      10      13
a      74     357      14
a     675     470      38
a     977     316      89
a      12      74      92
a     115      68      32
a     126     362      83
a     164      39      40
a     696     765      96
a     461     896      83
a      90     275      22
a     386     508      65
a     614     375      92
a      21     162       5
a     269     155      49
a     303     166      34
a      12      44       2
a     243      70      42
a      70      60      98
a     578     861      81
a     114     122      88
a     613     391      88
a      43     214       3
a     611     404      50
a     261     113      34
a     626     123      82
a     492     215      76
a       7     892      95
a     813      20       7
a     100     267      33
a     143     269      27
a      92     145      82
a     446     167      56
a     820     243      98
a     366     690      96
a       5      32      59
a     429     175       2
a      68      71      29
a     269     670      24
a     839     315      84
a     218     336      76
a      67     397      95
a     561     209      28
a      81     142      94
a     249     363      26
a     364     455      94
a     149     279      80
a      42     324      29
a     736     980       3
a     160      60      16
a     327     142      98
a     660     225      73
a      57      65      89
a     699     452      64
a     940     163      61
a     270     296      27
a     155     403     100
a     325     146      22
a     964     203      17
a     103     110      84
a     591     825      19
a     378     234      24
a     779     503      70
a     936     337      88
a      24     173       9
a     611     299      38
a     339     473      96
a     187       9      45
a     656     293      35
a     145     289      72
a     111       8      82
a     924     517      90
a      68     141      81
a     501     139      19
a      34     977      61
a      85      11      74
a       8      44      98
a     203      68       1
a     294     111      10
a      59     321      44
a      28      17      72
a     608     482      23
a     808     237       7
a      35      36      99
a     487     673      55
a     788     582      54
a     900     741      40
a     316     583      13
a      93     167       1
a     260      56       8
a     907     321      70
a     399     168       3
a     697     611      61
a      11     568      98
a     181     611      31
a     506     478      84
a     686     130       7
a     634      78      75
a      20     395      11
a     683     429      87
a     154     171      97
a      26      39      94
a      74      78      67
a     378     722       8
a     955     854       6
a      26     437      47
a      29      51      96
a      90     122      65
a     224     164      72
a     837     619      58
a       4      53      59
a      84     258      90
a      19      32      78
a      46      13      58
a     986     146      96
a     866     621      20
a     762       9      99
a      77     408      71
a     682      21      49
a      93      72      98
a     436     242      10
a     110     452      47
a     533     640      20
a     902     175      34
a      14      39      93
a      30      15       5
a       4     186      94
a     229       4      34
a     979     555       5
a      39      40      67
a      35      63      53
a     525     606      26
a     693     305      23
a     723     929      40
a     137     285      32
a     585     928      85
a     132      43      89
a     508     405      11
a       3      72      15
a     250      14      67
a     213     258      56
a     459     667      44
a     537     684      43
a     302     958      42
a     669     794      57
a     107     138      50
a     265      10      67
a     281     148      56
a      99     768      29
a     318      87      84
a     152     705      21
a      23      62       5
a     378     107      29
a     985     521      51
a     462     127      87
a     467     873      46
a     110     210       2
a     230      28      57
a     963     416      86
a     624     219       9
a     180      53      22
a     514      66      28
a     737     105      46
a      48      79      21
a     254     327      57
a     249     221      93
a     423     657      75
a     509     607      31
a       6     107      89
a     654      42       7
a      36      64      91
a     373     442      97
a     640     748      56
a     397     441      20
