c Random Network
p max   500   10000
n         1  s
n       500  t
a     188     258      74
a      23      34      73
a     163     104      17
a      88     144      70
a     130     227      78
a     173     232      95
a      76     164      40
a       2     126       2
a      14      18      57
a     442     323       9
a     363     123      31
a      70      62      59
a      91     354      15
a     219     102      41
a     264     369      14
a     129     209      62
a      25     183      28
a      20     165      77
a      38      13       6
a     148      76      84
a      43     417      39
a     416     464      72
a     249      76      40
a     403     136      27
a       7      41       2
a     119      10      53
a     146     284      29
a     123      23       2
a     492     300       9
a      12       3      33
a      31     109      93
a     241     405      79
a     446     308      64
a     181       2      21
a     374       5      65
a     473     130      76
a      82      87      21
a      40      88      29
a     128     176      51
a     225     377      56
a      43     386      75
a      17       2      20
a     198     123      60
a     338     168      33
a       9     337      18
a     156     342       5
a     159     133      78
a     329     478       5
a      14      23      79
a      27      91      53
a      52     128       6
a     128     172      26
a       1      22      42
a      33      28      44
a     325     439      41
a     301     126      67
a      17      13      56
a       9       3      12
a      54     309      64
a      54     374      84
a     490     175      62
a      84      66      62
a     406     447      47
a       5      70      47
a     182     102      51
a       6      34       9
a     295     496      67
a     219     232      74
a     500     452      89
a     219     492      37
a      16      95      27
a     154     102      45
a     473      54      25
a      22      28      58
a     134      45      94
a      13     229      54
a     158     379      99
a     374      20      65
a     221     322      73
a       6      58      42
a     343       6      74
a      84     315      29
a     138      49      88
a     477      97      79
a     488     163      86
a     106     123      84
a      17     222      15
a     354     345      95
a     242     467      99
a      54      32      91
a      55      66      71
a     321      77      70
a       9     241       8
a     100      11       7
a     112      11      47
a     118     114      49
a      66     147      54
a     128     360      53
a      24      73      44
a      34      92      61
a     147     409       4
a       6      85      57
a     120     144       9
a     168     309      76
a     343     348      91
a     400     150      44
a      25      21      47
a      51      45      43
a     186      45      27
a     342      52      93
a     231     285      94
a     271     461      55
a     386     298      91
a      34       6      81
a      65     296      13
a      57     251      94
a     116     166      56
a     159     252      59
a     476     409      66
a     134     445      67
a     249     470      32
a     363     395      12
a     387     390      43
a      51      72      17
a     211     141      73
a     273     367      88
a     146     345       9
a      37      68      56
a     126     459      29
a      28      39      85
a     471     491      77
a      81      54      97
a     155     325      69
a     275     408      97
a     178     218      17
a     270     446      87
a      37      28      72
a     264     138      59
a      96      78      44
a      13      60      42
a      28       2      45
a     254       2       5
a     473     462      79
a     442      85      30
a       2      68      80
a     487     303      35
a       3     115      92
a       3     175      39
a     385     368      57
a      87      55      69
a      95     148       8
a     413     354      34
a     199     127       9
a      14      65      11
a      92      76      95
a     140      33      86
a     488      53       2
a     323     329      61
a      24      44      15
a     310     314      35
a     142     260      31
a     381     272      18
a     422     309      11
a     379     385      55
a     166     157      22
a       5      57      51
a     107     146     100
a      70     284      59
a     241     494      59
a     335     203      34
a     145      61      77
a      54      82      20
a     117     203      58
a     176     167      31
a     119     489      21
a     472      42      45
a      60      79      46
a       3     100      21
a     327     211      72
a     140     212      27
a      29     239      51
a      91     494      71
a     402     131      52
a     203     386      40
a     376      30      30
a      46     166      57
a     367       1      64
a     409     134      32
a      26     343      45
a     112     149      89
a       7     256      68
a      64     323      10
a     439     196      12
a     420     148      51
a     480     213      65
a     104     106       3
a     203     175      99
a      33     259      91
a      15      53      63
a     195     106      47
a     389     268      88
a     444       6      84
a      98     177      96
a      25     113      51
a     396     321      33
a     124     458      47
a     370       6      67
a      38      44      29
a     145     360      68
a     309     491      56
a     464      13      36
a      81      97      52
a     100      55      69
a     293      62      57
a     486      99      10
a     111     277      50
a      54     245      41
a     300     243       9
a      12       1       1
a      17       3      41
a      89      24      32
a      98      35       4
a     313     223      95
a     222     439      96
a     108      26      90
a     346     113       6
a      46     478      67
a      31      49       9
a     154     112      31
a     433     266      65
a     392      40      22
a      91     137      35
a       7       8      39
a     111       3      14
a     399     264      85
a     215      79       1
a       8      22       9
a      18     246      14
a      11      71      64
a      74     179      99
a      76     276      11
a     439     234      81
a     406     465      67
a     451     141      73
a     479     151      56
a      86     111      27
a     289      99      99
a      20     303      42
a      91       6      90
a     345     143      72
a     334     269       4
a     251     455      60
a     115      29      81
a       2      33      50
a     108     176      25
a     478     131       1
a       4      46      53
a      43     489      92
a      36     262      93
a     213     299      18
a      22     174      27
a     369      31      80
a     444      19      83
a     484     283      93
a     421     220      44
a      27      37      85
a     265      72      72
a     443       6      93
a     237      32      23
a       6     106      46
a      65       2      42
a     109     230      86
a     120     476      42
a     265     407      87
a       1      13      23
a      31      12      19
a     427     312      58
a     121     120      96
a     273     128      86
a     286      62      74
a       6      16      44
a      10       8      98
a     110     482      74
a     192     498      17
a      79     173      49
a     480     122      35
a      20     364      20
a     288     465      58
a      61     219      34
a     301     298      93
a      75       1      76
a      65      84      58
a     111     173      62
a     162     231      77
a     133      46      77
a      33     288      55
a     365     398      71
a     148     186      20
a       9     265      43
a     118      68      49
a      16     459      51
a     228     494      94
a      11     135      36
a      12       7      91
a     123     345      16
a     305      58      76
a     229     421      76
a      17      24      17
a     117     467      34
a     454      32      12
a     128     289      69
a     274     315      37
a      80      90      10
a      95       8      70
a     419     226      40
a      45     109      81
a     296      72      13
a     245      84      49
a      35     147      97
a     185      60      65
a     315     178      47
a     467     346      95
a      51       8      82
a     157     249      49
a     298     129      81
a       8       7      57
a      17      40      29
a     208     102      15
a     240     447      81
a     195      74      84
a     156     298      48
a       6     206      42
a     436     425      18
a     393     386      42
a       5     278      45
a      89      28      57
a     451      69      22
a      16      56      28
a      17      15      33
a      87     385      69
a      22      39      49
a      36      45      66
a      72     348      70
a      73      20      92
a      76     355     100
a     312     290      25
a     150     500      37
a      69     127      43
a     159     198      28
a     365     105      90
a     336     490      19
a     179     214      60
a      30      71      62
a     226     329       1
a     408     205      11
a      26     443      41
a     491     126      57
a     497     294      88
a     133     346      63
a     333     263      52
a      65      51      35
a     113      95      70
a      41       7      22
a     364     184      46
a     149      71      75
a     383     473      92
a     281     140      11
a      72     117      31
a      15     123      19
a      40     190      85
a     215     260      46
a       6      91      60
a       4      34      59
a      49     141      55
a      92     114      46
a      32     237      68
a     493     106      67
a     358     212      36
a     371     352       5
a     446     184      24
a      51      79       7
a     265     210      76
a     227     345      36
a     242      73       9
a       4     258      83
a     131     346      86
a      12     254      74
a     282     151       8
a      83     147      48
a      28      17      59
a      46       2      61
a     138       4      35
a     215     335      23
a     210     261      83
a      23     342      26
a     486     475      11
a       2      88       7
a      14      40      62
a      10     469      67
a     149     348      10
a      13       4       5
a     390     433      28
a      15      17      12
a     477     376      97
a       6      23      17
a     323      55      29
a     224     484      75
a     409     112      34
a     315     213       9
a      64      70      79
a     155     335      41
a     330      86      20
a     406     108       2
a     437     224      85
a     286     232      58
a      39       6      52
a      63     146     100
a     137      23      86
a     137     284      34
a     343     437      74
a       5      30      20
a      60     112      77
a      60       6      84
a     194     124      57
a      36     135      23
a     270     221      79
a     471     325      44
a     300     473      94
a     340     386      86
a     417     374      27
a     278      44      42
a     264     227      75
a     128     157      21
a     158     447      31
a     428     493      65
a     267     309      29
a      32      69      96
a      11      30      60
a      18     312      42
a     355     173      89
a      15     286      27
a     234     130      24
a     171     200      84
a     346     421      24
a      44      47      90
a      31      50      33
a      54       6      72
a     323      57      65
a     497     180      35
a      25      15      75
a     235      22      94
a     352       7      43
a      63     122      69
a     399     176      37
a     440     306      30
a      14      25      63
a     137     175      95
a     259       1      77
a       2     296      82
a      99      86      24
a      80     305      32
a     228      77      82
a     200      52       1
a     289      89      33
a     115     465      66
a      22      45       7
a      21     157       1
a      45      21      76
a      71      24      91
a     245     177      79
a       7      17      37
a      74     166      90
a      23      40      91
a      90     130      28
a     122     144      39
a      97     140      26
a     416      34      74
a     235      21      30
a     250     365      77
a     135     142      26
a     189     405      87
a      10     256      71
a      17      51      74
a     148     244      72
a     395     490      33
a     490     345      65
a     202     338      83
a      66      71      60
a     392      64      83
a     327     139      42
a      15     308      31
a     392     485      47
a     499     409      28
a      22      10      35
a     300     379      73
a      61      38      14
a     190     448      39
a     370     463      98
a      18      86      90
a     145     341      73
a      55      88      62
a      22      30      10
a      35     127      63
a      58     463      58
a     233     364      25
a      86     392      90
a      77      81      96
a     111       1      59
a     148       1      85
a     420     126      85
a      71      68      61
a     159     372       1
a      22      59      42
a      91      77      62
a     197     345      70
a     422     349      15
a     224     262      54
a      15      32      33
a     138     228      66
a     231     422      60
a     102     452       4
a     218     113      34
a      38      32      77
a     172      24      52
a     376     141      71
a     225     402      43
a     337       1      91
a     186     326       2
a     345       1      11
a     447     238      90
a     103      81      65
a     208      42      88
a     461     286      29
a       7      14      19
a      13      11      59
a      22      13      52
a     179     145      57
a     382     227      28
a      42     497      95
a      69     247       8
a      13     249      12
a     385     466      79
a     176      33      19
a      26      50      17
a     181     146      48
a      55      68      71
a     272     378      48
a     259     294      31
a       3      78      10
a      72     247      97
a     304     137      58
a     114       5      30
a     454      93      98
a     251       8      36
a      51      97      41
a       1      69      74
a     463     348      40
a     457     210      75
a     100     274      13
a     399     472      77
a      30     163      46
a     167     184      34
a      17       7       9
a      23     109      18
a      40      95      43
a     378      51      95
a     477     316      94
a     450     486      71
a      62     149      94
a      57     133      93
a      14     307      92
a     357     310      10
a     367     386      12
a     348      72      40
a     373      73      22
a      39      85      81
a     222     290      66
a     467     447      81
a     489     484      83
a     105     297       7
a      12     206      74
a      68     124      27
a      89     137      44
a     340      62      87
a     193     231      83
a       4      42      42
a      63      81      69
a     244      98      46
a     415     362      23
a     499     343      61
a     320       1      19
a       1      36      55
a      91       9      40
a     134     211       2
a     415      31      38
a       3      54       3
a      71      23      99
a     353     428      21
a      21      82      82
a      41     348      58
a     499     470      35
a     358     388      11
a      32      31      91
a      20      10      23
a      73     329      43
a     220     376      43
a     289     282      98
a     445     299      77
a      62     131      69
a     453     424      90
a      62      88      28
a     102       5      41
a     462      88      21
a     133     207      51
a     258     247      16
a      72      94      52
a     340      79       9
a     133     266       9
a     114     286      84
a     231     112      23
a     318     466      30
a     232     489      69
a       1      83      40
a      42       7      27
a       8     254      17
a      70     380      58
a     145     102      68
a     421     321      55
a      46      80      85
a     451     221      44
a      49     161       1
a     181     103      45
a     436     174      48
a     361     232      55
a      25      37      17
a     205      20      57
a     327     273      56
a     478     120     100
a      49       4      77
a      61     115      84
a     124     360      43
a      23      14      58
a      30      98      54
a     112     356      90
a     249     476      20
a     394     381      41
a      75      71      39
a     367     268      50
a     497     267      18
a       3      27      18
a      36     124      59
a     446      77      16
a     370     499      70
a     223     246      44
a     135     175      15
a     379      17      95
a     336      53       5
a       4      92      17
a     109      46      67
a     429      62      30
a     174      22      70
a       5      78       4
a       9      29      18
a       3     421      24
a       4     476      81
a     465      52      67
a      63     218      23
a      35      25      58
a     388     113      89
a       9      19       5
a     117     298      98
a      75      98      31
a     143     323      54
a      20       7      45
a      41      78      26
a      67     485      20
a     237       3      86
a       4      32      41
a      74     436      12
a      76     443      39
a     331       8      37
a     278     280       5
a      46      29      42
a     139     103       4
a     164     251      58
a     100     500       2
a      18      68      22
a      15     468      43
a       8       5      16
a     107      19      52
a      36     422       9
a     138     306      92
a     463     357      98
a      14       4      16
a      14     334      11
a     226     286      75
a     184     416      61
a      25     102      51
a     182      85      48
a     364     402      43
a     372     105      90
a     111     363      73
a      64     162      44
a     167     151      10
a     303     206      79
a      34     405      35
a     100     134      34
a     303     352      21
a     140     238      62
a     238      21      72
a     224     448      25
a     481      31      36
a     285     167      46
a      74     391      48
a     129      19      40
a     271       7      59
a     474      88      48
a     337     265      65
a      49      52      14
a     395      31      86
a     391      52      18
a     463     247      65
a     424     463      87
a      22     379      59
a     384     159      29
a     424     391      33
a      53     266      66
a     307     402      10
a     433     311      80
a      32      51      19
a      60      62      59
a      19      46       9
a     429      70      59
a     136     272      37
a     469      95      69
a     355     439      40
a     204      30      50
a     336     180      99
a     457     329      78
a     133     154      96
a     134     100      28
a      85     402      20
a      10     139      32
a     320     339      46
a     418     143       1
a     195     484      38
a      99     210      15
a     356     465      35
a      32      79      68
a      65     193      32
a     105      52      49
a      98     421      55
a      23      59      36
a     214       5      15
a      14     110      12
a     368     264      60
a     146     305       6
a     233     441      15
a     462     439      53
a     240     477      99
a     183     365      11
a      76     125       6
a     288     360      28
a     380      34      58
a      91      98      43
a     120      90      69
a     395     309      73
a       9     395      42
a     109     117      87
a     172      12      94
a      40     144      80
a      98     419      85
a     477      68      74
a       1      25      60
a     148       4      99
a     158     156      70
a     129     226      57
a     180     114      50
a     117     152      40
a     255     177      92
a     450      73      71
a     414     339       7
a      27       9      57
a     320      60      79
a      93     183       3
a     473     486      74
a      45      20      74
a      53     209      37
a     254     292      76
a     332      79      23
a      57      67      72
a     207     174      35
a     252     473      89
a      19       1      56
a     120     148      34
a     193     235      30
a     349     297      29
a     376     342      22
a       5      64      49
a      58      86      45
a      98      59      67
a     334     401       7
a     180     174      78
a      74      93      89
a     291      99      98
a      87      16      59
a     376     417      87
a     158     499       9
a     407     456      49
a      51      44      79
a       3      19      96
a      47     427       9
a     200     171       5
a     481     130      37
a      16      27      58
a      34      95      99
a     277     109      96
a     143     422      63
a     383     467      92
a     184      80      35
a       2      27      97
a      10     178      71
a     166     348      38
a       3      14      18
a     242      45      87
a     382      74      16
a     401     406      52
a     114     341       6
a     115     180      84
a     178     137      91
a     203     257      74
a     282     261      81
a      26      38      59
a      22       3      22
a      97     128      88
a     190     148      17
a     210      59      43
a       7      85      30
a      15      58      26
a     283     270      38
a     463     315      67
a     449     479      66
a     135      44      50
a      60      55      69
a      53       6       6
a     206      58      64
a     493      77      91
a     491     122      21
a     255      19       8
a       2     389      99
a     432      76      21
a     118     380      18
a     237     111      96
a       7     251      57
a     145     267      11
a       7     113      64
a     180     111      41
a      51      70      31
a     256     445       3
a       4     239      74
a       4     443      94
a      74     202      39
a      93      83      22
a       1     204      85
a     435     404      74
a      33       7      17
a      31       1      74
a      45     202      79
a     322     491      66
a      90      62      26
a     269     247      56
a      51     157       5
a     117     221      42
a     152     288      27
a     346     266       5
a      88      94      34
a      26      45      10
a      32     252      75
a      41     285     100
a     316     103      17
a     364     124      27
a     368      71      86
a     469     458      70
a      27      40      18
a     132      70      47
a     384     259       2
a     327     196      70
a     273       3      54
a     148     155      75
a     194     140      91
a      51     430      46
a     329     123      71
a     354     278      43
a     381     317      14
a     173      80      99
a     220     234      65
a      32      13      99
a     142     172      55
a     215     291      87
a     238     318      93
a       6     121      95
a      34     113      40
a      84     311      21
a      80     106      96
a     428     440      33
a      51     314      80
a     447     491       2
a     366     165      56
a      32     294      90
a     368     162      17
a     145     175      26
a      12      28      89
a     201      19      60
a     216     173      49
a      24     432      90
a     179     256      35
a      39      49      25
a     130       3      51
a     160      39       5
a     416     106      99
a      13       1      34
a     326      18      85
a       7      35      87
a      63     427      85
a     451     262      74
a      65     455       9
a     260     478       5
a     168     204      86
a     333      62      68
a     351     396      77
a      53     113      77
a      24     105      66
a      34     225      16
a     126     472      46
a      13       9      76
a      20      73      97
a      11     409      96
a      20     462      89
a      86     412       7
a     444     408      79
a     116     386      17
a     359     203      59
a      52      97      19
a      99     103      86
a      81     465      80
a     265     193      44
a      10      36      82
a      63     286     100
a     477     113      49
a     155     237      60
a     196     499       6
a      64      82      63
a     102     270      32
a     439     255      20
a     282     435      66
a     428     128      61
a     254     350      43
a     430      80      14
a     105     264       5
a     109     150      31
a      79     439      53
a     493     439      87
a       3      24      46
a      62     413      65
a      52     102      16
a     477     115      82
a     254       8      52
a      39      26      40
a     382      33      85
a      20     106       5
a       5      24      78
a      77      74      18
a     110     296      69
a      71     167      67
a     340       1      41
a     101      87      19
a       1     436      79
a     112     487      46
a      28     263       6
a     192     319      50
a     347     180      67
a     370     388      68
a     148     181      39
a      55     172      71
a      26      12      95
a      39      47      51
a     302     187      12
a      25      34      37
a     119      70      19
a      73      84      38
a     368      94      74
a      11      52      69
a      39      19      64
a      56      98      63
a     374      65       4
a     487     103      28
a      36     115      84
a     141     213      68
a     458     142      84
a      41     129      38
a     172     334      31
a     209     404       9
a      81      86      60
a     182      10      36
a      38     171      53
a     187       1      75
a     422     129      74
a     495     329      20
a     148     168       5
a     110      35      44
a     235     312      93
a      16     193      32
a      31      99      19
a     386      80      54
a     141       5      19
a     163      48       6
a     267     216      67
a       2      74      35
a      93     472      17
a     463     441      61
a       6     145      66
a      58     304      15
a     159      23       6
a     408     163     100
a      39       2      37
a      73      17      75
a     130     117      76
a     359     147      97
a      77     376      86
a      24     256      60
a      41     418      54
a      15      60      21
a      60     320      66
a      75     192      13
a     150     311      21
a       4      37       4
a      74      73      52
a     141     212      62
a     479      20      36
a      72     201      48
a     389     244      30
a     335     373      84
a      56     353      74
a     294     185      27
a      13      49      84
a     283     304      13
a     486     476      29
a     355       9      69
a      25      88      11
a     161     131      34
a     182     333      89
a     198      58      47
a      39     115      19
a     239      63      39
a      84     213      31
a     443     273      75
a     287     363      46
a     153      87      92
a     494     275       8
a     264     421      18
a      25      45      44
a     435     272      54
a     283     162      93
a     346     232      33
a      41      72      49
a      90     369      30
a     356      22      36
a      39      60      42
a      68      65      53
a     352     159      81
a     385     138      30
a     297     409      10
a      11     138      47
a     165     160      36
a     134      11      22
a      76       3      38
a      29       7      69
a      34     106      46
a     241      46      93
a     340     395      17
a     260     108      89
a     163     259      14
a     241     230      20
a     127      22      81
a      59     476      58
a     326     394      50
a      32     210      29
a      61      49      37
a     141     388      29
a     404     291      82
a      14      31      86
a      68     110      98
a     190     121      78
a     341     276      24
a     302     172      10
a      42     117       8
a     238     237      96
a     289     179      82
a      36       4      66
a     124      19      99
a     453     107      70
a     279     475       8
a      14      19      29
a      90      97      24
a     227     118      19
a      49      57      99
a     231     289      46
a     445     438      48
a     311     280      38
a      94     188      84
a      45      70      70
a      25      18      17
a      68     403      55
a     464     380      92
a     492      82      20
a      79      25      98
a     442     382      11
a     212     197      88
a       3     263      26
a     331     103      59
a     139     488      85
a     395     400      28
a     441     179      76
a     209     228      81
a     158      67      22
a     139      61      30
a      60     152      98
a     241      37      90
a     356     288       5
a     386     481      59
a     365     127       5
a      74     118      21
a     124      41      14
a     272      76      87
a      34     493      49
a      61     135      55
a     169     148      90
a     302     268      67
a      85      89      79
a      71      46       8
a     407     154      24
a     171     353       5
a     331     439      17
a      22      37      20
a     134     227      86
a     421      32      31
a     455     169      60
a      41      30      77
a     149      77       6
a     158     432      40
a     123     339      35
a     386     263      75
a      46      49      33
a      77      86      61
a     393     186      37
a     477     273      71
a     299     281      86
a     373     375      62
a     220     351      76
a     143     298      62
a      47     174      65
a      97      62      18
a     344     217      47
a     482     440      75
a     305     392       8
a      55      69      82
a     151     488      63
a     334     387      83
a       1     183      87
a      44     175      42
a     264      89      69
a     310     108       1
a     398     110      75
a      22      31      62
a     218      34      47
a     488     168       1
a     258     173      44
a     472     443      54
a     333     142      83
a      95     100      30
a      58     101      28
a     334     318      14
a     384     390      82
a     257     212      92
a      24      52     100
a     417     280      76
a     405     103      26
a      99     144      68
a     252     141      45
a     207      62      11
a     499       4      10
a      58     224      19
a     107     214      31
a     295       2      35
a     263     162      68
a     217       2      73
a     297      62      12
a     433     484      71
a      47     154      99
a      66      89      19
a     249     178      79
a     285     269      78
a      29     268      74
a     117     206      42
a     425     435      56
a     304     191      40
a     107     143      88
a     312     273       1
a     317     395       3
a     321     442      49
a     262     399      20
a      57     101      83
a     293     387      24
a     278      52      33
a     399     356       1
a     418     430      85
a     104     245      64
a      18      66      78
a     173     285      10
a     176      11      14
a     395     476      54
a     237     205      87
a     200     456      34
a     131     174      84
a     240     372      13
a      67     118       4
a     140      22      90
a     452     282      48
a     224      52      51
a     323     287      46
a      28      12       7
a      41     153      78
a     331     337      53
a     454     179      37
a     155      32       8
a     478     352      12
a      21      44       7
a      69      15      38
a     330      90      14
a     150     176      31
a     175     182      22
a     227     212      83
a      93     120      84
a     109      23      43
a     203      41      74
a      58     357      39
a      41      37      12
a     192      27      81
a      95      79      77
a     441     141      14
a      60     233      99
a      15      44      28
a     327      35      51
a      57     435      28
a     262      68      24
a     316      87      30
a     234     242      19
a      58     195      28
a     131     294       6
a     410     270      63
a     368      80      41
a      32     145       3
a      90     247      45
a      35     364      28
a      11     158      56
a     126     238      75
a     117     184      46
a     274      16      68
a      16     290      77
a     202     426      66
a     100      77      44
a      14     175      86
a      49      51      88
a      10      46      95
a      87      10      39
a     257      73       4
a     261     219      12
a     118     308      37
a      28      30      68
a      57     219      25
a     101     228      88
a      44     403      52
a      90      34      25
a     462     335       3
a     151      62      59
a      47     141      93
a     441     137      92
a     167      88      63
a     402     196       8
a     232     313      67
a      56     138      35
a      25      29      30
a     355     452       2
a      11       6      81
a      92     184      34
a     151     224      68
a     433     288      61
a     203     466      97
a      72       4      51
a     233      25      47
a      43      49      93
a     363     157      54
a     284     385      39
a     109     137      59
a     316     341      50
a     150     290      81
a       2     163      63
a     409     493      17
a       6      17      12
a     102      21      11
a     172     229      74
a     486     219       3
a     453     421      42
a     392      80      19
a      41      43       2
a     199     408       4
a      50      95       9
a      93     441      33
a     295       4      49
a      82      90      76
a       2     362      52
a     478     209      27
a     391     329      12
a      16       9      65
a      30     164      83
a       7     295      66
a      71     390      31
a     416     160       8
a      29     236      48
a       2     207       2
a     200      87       4
a     368     446      90
a      67      78      52
a     102     128      15
a     115     277       3
a      34      41      81
a     136     141      58
a     280     363      58
a     242     489      17
a      37       1      18
a     140      70      61
a     134      44      54
a      53     169       7
a      78     147      92
a      42       1      37
a     184     324      36
a      38       1      19
a       1     274      84
a      35     498      54
a      63      33      90
a     239     465      18
a     488      12      75
a      58      91      95
a     120     134      76
a     287     319      18
a     165     457      46
a     190     338      40
a       1     154      24
a     262     184      17
a     373     484      93
a     174     257      21
a     259     138      65
a     314     274       4
a     433     416      70
a      29      82      14
a     201     214      66
a      39     120      37
a     435     315      36
a      68     115      28
a     179     337       2
a     312     109      44
a     259     417      56
a      56      63      18
a      91      21      31
a     297     150      50
a     193     257      34
a      23      10      78
a      50      87       8
a     239     193      99
a      37      15      30
a      20     277      23
a     247     421      62
a     484     370       7
a     145     160      64
a      15      30      36
a     384     332      81
a      21      57       9
a     198     296      87
a     115     470      16
a      66     337      57
a     295     435      94
a     345     415      90
a      34      50      41
a     100      48      83
a      65      45      32
a     343     272      77
a     151     176      33
a      35      44      16
a     330      87      18
a     282     373      31
a      19       2      99
a      61      32      24
a      36      77      85
a     242     235      20
a     209     163      96
a      42      47      89
a     151       8      31
a     224      68      18
a     341      13      90
a     172     246      73
a     299     483      55
a     279     275      58
a      20      43       2
a      42     151      59
a      93     256      58
a     412     184      72
a      62     361      13
a      81      95      66
a     121     301     100
a     318     334      58
a      99     221      85
a     221      21      12
a     319     257      36
a     241      77      72
a     249     433      68
a      42      96      30
a     208     198      76
a      21     483      66
a     223     248      62
a      53      12      70
a     278      33      97
a     396     431      73
a     302     291      92
a       1     309      48
a     274      77      11
a     139     196     100
a     405     144      93
a     243       7      71
a      31      52      96
a     256      44      27
a       1      58      23
a      85     251      62
a      51     479      83
a     402      65      73
a     417     125      88
a     117     400      68
a      43     466      63
a     106      87      38
a      17     105      27
a     112     202      28
a     141     351      66
a     433      24      65
a     460      37      59
a      96     104       6
a     165     251      24
a     226      25      46
a       2     200       7
a     366     106      26
a     347     257      85
a       5     152      51
a     249     233      85
a     294     131      32
a     378     397      98
a     268     482      57
a      40     100      44
a     124     131      19
a     472     352      49
a     180     146      75
a     370     147      37
a     348     266       7
a     105     249      74
a     192      81      87
a     274      69      14
a     223      58      98
a     309     138      51
a     138      81      94
a      29     128      73
a       1     165      92
a     268     457       1
a      35      39       8
a     114      36     100
a     202     420       5
a     245     393      54
a     484     258      67
a      31      14      88
a      85     385      73
a     323      26       1
a      53     377      44
a     217     161       8
a     347      27      12
a      43      60      45
a     187      36      73
a      87       1      45
a      41     221      74
a      11      28      27
a     456     269      25
a     327     359      84
a      18     278      12
a     191     427      54
a     171      90      55
a      49      27       1
a      25      24      13
a     238     337      98
a      15      43      24
a     131      95      52
a     376     433      85
a     195      52      57
a      96     110       7
a     109     217      72
a     284     426       7
a      37      48      85
a      81      96      18
a     142      54      93
a     331     484      64
a      75      84       8
a     109     133       6
a     442     231      37
a     230     140      30
a     418     235      86
a       9       2      64
a     199     113      54
a     349       3      18
a     206      38      40
a     123     434       3
a      13     188      57
a      37     340      76
a     474     410      48
a     216      21      72
a      20      89      38
a     250      35      20
a     119     360      69
a     492     113      55
a      37      42      99
a      79     205      18
a     202     364      17
a      88     176      87
a     326      85       2
a     356     177      92
a     395     384      78
a     165     326      38
a     198     256      56
a      11     227      53
a     222     328      79
a     481     356      37
a       6      10      38
a     321     394       2
a     284     217      30
a      22     166      33
a     247     209      36
a     226      49      35
a     449      31      15
a     261     244      17
a     372       5      76
a     160       8      41
a      92     124       1
a     474     427       9
a      17      82      72
a     313     266      70
a     480     273      94
a     397     137      98
a     320     163      32
a      22       1      38
a     129      93       1
a     256     188      71
a     225     240       8
a      52      81      28
a     311     442      47
a       3      72      14
a      77      28      76
a     212     462      76
a     249     235      97
a     439     331      12
a      17     241      60
a     346      37      23
a      21      81      29
a      13      78      64
a     203      78      57
a      78     285      67
a     309     250      24
a     482     499      58
a      26     365      12
a     379     143       7
a     433     202      94
a     373     137      70
a     166     464       4
a     254     173      49
a       8       3      83
a      18      36      47
a      83     112      95
a     107     191      70
a     149     257      39
a      18      29       7
a      55      26      63
a     209     365      77
a     446     183      16
a      28     126      41
a     133     135      57
a     267     169      38
a      18     335      31
a     219     269      52
a      42      11      20
a      51     249      14
a     102     257       5
a     314     301       3
a     196     123      90
a     462     377      59
a      42     188       8
a     260      30      76
a      79     499      69
a     464     442      85
a      50      26      54
a      56     283      42
a     497     210      33
a      74      98      98
a     259     296      92
a      10      81      36
a      76     152      13
a     140     490      52
a     403     327      33
a     335     145      88
a      11      25      51
a      74     245      37
a     120     472       9
a      54     189      15
a       1      43      70
a     121      30      82
a     230     188      20
a     121     278      48
a     468     480      79
a     498     212      68
a      10      57      45
a     265     115      42
a     195      35      39
a     417     247      67
a     184      48       8
a     229     224      19
a     210     427      13
a      45     145      82
a       7     127      12
a      87      12      21
a     158     129      96
a     206     378      18
a      10      56      79
a     146       8      13
a     133     137      12
a     169      19      31
a     269     248      40
a     222     112       4
a     203     185      42
a       8     194      97
a      24     279      71
a     306       5      21
a     274      32       7
a      18      34      29
a      31     124       7
a     169      83      83
a     391     194      32
a     407     237      54
a      43      15      38
a     320     141      55
a     339     233      47
a     242     184      68
a      23      46      36
a      61     363      45
a     370     424      43
a      17     109      87
a      12      29      31
a     108     161       8
a      15      56      13
a     112      23      20
a     387     299      55
a      12       8      85
a     140     273      81
a     270     132      11
a      10      35       2
a      43     217      71
a     344     221       4
a     228     346       1
a     226     260      49
a      32      55       1
a     152     219      92
a     298     392      56
a     132      78      37
a     483      58      22
a     347     264      75
a      54     136      39
a     273      12      39
a     191     111      14
a      63     367      78
a     196     213      45
a     280     117      64
a     180     389       7
a      44      92      51
a     205     362      63
a     274     381      92
a     185     499      78
a     322     115       4
a     127     162      52
a     359     242      40
a     412     267      70
a     127     276      42
a      50       8      20
a      30     322      56
a      40     124      66
a      29      79      66
a       6     316      78
a      82     355      14
a     253     249      33
a     306     372      85
a      39     179      85
a      88     129       2
a      79      93      28
a       9     349      75
a      12      15       2
a     119     121      13
a      19     207      41
a     280     252      21
a     395     303      20
a     168     276      66
a       8     136      50
a     353      51      73
a     485     313      61
a     174     353      76
a     398     391      39
a      59     280      60
a     108     148      60
a     164     195      23
a     176     119      84
a      47     380      31
a      52     106      59
a      68     367      71
