# Fractional UCA Table, generated from standard UCA
# 2010-10-18, 22:18:55 GMT [MD]
# VERSION: UCA=6.0.0, UCD=6.0.0
# For a description of the format and usage, see CollationAuxiliary.html

[UCA version = 6.0.0]

0000; [,,]
0E43 0E26; [72 54, 05, 05][72 84, 05, 3D]
0E44 0E26; [72 54, 05, 05][72 86, 05, 3D]

0E27; [72 56, 05, 05]
0E40 0E27; [72 56, 05, 05][72 7E, 05, 3D]
0E41 0E27; [72 56, 05, 05][72 80, 05, 3D]
0E42 0E27; [72 56, 05, 05][72 82, 05, 3D]
0E43 0E27; [72 56, 05, 05][72 84, 05, 3D]
0E44 0E27; [72 56, 05, 05][72 86, 05, 3D]

0E28; [72 58, 05, 05]
0E40 0E28; [72 58, 05, 05][72 7E, 05, 3D]
0E41 0E28; [72 58, 05, 05][72 80, 05, 3D]
0E42 0E28; [72 58, 05, 05][72 82, 05, 3D]
0E43 0E28; [72 58, 05, 05][72 84, 05, 3D]
0E44 0E28; [72 58, 05, 05][72 86, 05, 3D]

0E29; [72 5A, 05, 05]
0E40 0E29; [72 5A, 05, 05][72 7E, 05, 3D]
0E41 0E29; [72 5A, 05, 05][72 80, 05, 3D]
0E42 0E29; [72 5A, 05, 05][72 82, 05, 3D]
0E43 0E29; [72 5A, 05, 05][72 84, 05, 3D]
0E44 0E29; [72 5A, 05, 05][72 86, 05, 3D]

0E2A; [72 5C, 05, 05]
0E40 0E2A; [72 5C, 05, 05][72 7E, 05, 3D]
0E41 0E2A; [72 5C, 05, 05][72 80, 05, 3D]
0E42 0E2A; [72 5C, 05, 05][72 82, 05, 3D]
0E43 0E2A; [72 5C, 05, 05][72 84, 05, 3D]
0E44 0E2A; [72 5C, 05, 05][72 86, 05, 3D]

0E2B; [72 5E, 05, 05]
0E40 0E2B; [72 5E, 05, 05][72 7E, 05, 3D]
0E41 0E2B; [72 5E, 05, 05][72 80, 05, 3D]
0E42 0E2B; [72 5E, 05, 05][72 82, 05, 3D]
0E43 0E2B; [72 5E, 05, 05][72 84, 05, 3D]
0E44 0E2B; [72 5E, 05, 05][72 86, 05, 3D]

0E2C; [72 60, 05, 05]
0E40 0E2C; [72 60, 05, 05][72 7E, 05, 3D]
0E41 0E2C; [72 60, 05, 05][72 80, 05, 3D]
0E42 0E2C; [72 60, 05, 05][72 82, 05, 3D]
0E43 0E2C; [72 60, 05, 05][72 84, 05, 3D]
0E44 0E2C; [72 60, 05, 05][72 86, 05, 3D]

0E2D; [72 62, 05, 05]
0E40 0E2D; [72 62, 05, 05][72 7E, 05, 3D]
0E41 0E2D; [72 62, 05, 05][72 80, 05, 3D]
0E42 0E2D; [72 62, 05, 05][72 82, 05, 3D]
0E43 0E2D; [72 62, 05, 05][72 84, 05, 3D]
0E44 0E2D; [72 62, 05, 05][72 86, 05, 3D]

0E2E; [72 64, 05, 05]
0E40 0E2E; [72 64, 05, 05][72 7E, 05, 3D]
0E41 0E2E; [72 64, 05, 05][72 80, 05, 3D]
0E42 0E2E; [72 64, 05, 05][72 82, 05, 3D]
0E43 0E2E; [72 64, 05, 05][72 84, 05, 3D]
0E44 0E2E; [72 64, 05, 05][72 86, 05, 3D]

0E2F; [72 66, 05, 05]

0E30; [72 68, 05, 05]

0E31; [72 6A, 05, 05]

0E32; [72 6C, 05, 05]

0E33; [72 6E, 05, 05]
0E4D 0E32; [72 6E, 05, 05]

0E34; [72 70, 05, 05]

0E35; [72 72, 05, 05]

0E36; [72 74, 05, 05]

0E37; [72 76, 05, 05]

0E38; [72 78, 05, 05]

0E39; [72 7A, 05, 05]

0E3A; [72 7C, 05, 05]

0E40; [72 7E, 05, 05]

0E41; [72 80, 05, 05]

0E42; [72 82, 05, 05]

0E43; [72 84, 05, 05]

0E44; [72 86, 05, 05]

0E45; [72 88, 05, 05]

0E81; [73 0A, 05, 05]
0EC0 0E81; [73 0A, 05, 05][73 5C, 05, 3D]
0EC1 0E81; [73 0A, 05, 05][73 5E, 05, 3D]
0EC2 0E81; [73 0A, 05, 05][73 60, 05, 3D]
0EC3 0E81; [73 0A, 05, 05][73 62, 05, 3D]
0EC4 0E81; [73 0A, 05, 05][73 64, 05, 3D]

0E82; [73 0C, 05, 05]
0EC0 0E82; [73 0C, 05, 05][73 5C, 05, 3D]
0EC1 0E82; [73 0C, 05, 05][73 5E, 05, 3D]
0EC2 0E82; [73 0C, 05, 05][73 60, 05, 3D]
0EC3 0E82; [73 0C, 05, 05][73 62, 05, 3D]
0EC4 0E82; [73 0C, 05, 05][73 64, 05, 3D]

0E84; [73 0E, 05, 05]
0EC0 0E84; [73 0E, 05, 05][73 5C, 05, 3D]
0EC1 0E84; [73 0E, 05, 05][73 5E, 05, 3D]
0EC2 0E84; [73 0E, 05, 05][73 60, 05, 3D]
0EC3 0E84; [73 0E, 05, 05][73 62, 05, 3D]
0EC4 0E84; [73 0E, 05, 05][73 64, 05, 3D]

0E87; [73 10, 05, 05]
0EC0 0E87; [73 10, 05, 05][73 5C, 05, 3D]
0EC1 0E87; [73 10, 05, 05][73 5E, 05, 3D]
0EC2 0E87; [73 10, 05, 05][73 60, 05, 3D]
0EC3 0E87; [73 10, 05, 05][73 62, 05, 3D]
0EC4 0E87; [73 10, 05, 05][73 64, 05, 3D]

0E88; [73 12, 05, 05]
0EC0 0E88; [73 12, 05, 05][73 5C, 05, 3D]
0EC1 0E88; [73 12, 05, 05][73 5E, 05, 3D]
0EC2 0E88; [73 12, 05, 05][73 60, 05, 3D]
0EC3 0E88; [73 12, 05, 05][73 62, 05, 3D]
0EC4 0E88; [73 12, 05, 05][73 64, 05, 3D]

0EAA; [73 14, 05, 05]
0EC0 0EAA; [73 14, 05, 05][73 5C, 05, 3D]
0EC1 0EAA; [73 14, 05, 05][73 5E, 05, 3D]
0EC2 0EAA; [73 14, 05, 05][73 60, 05, 3D]
0EC3 0EAA; [73 14, 05, 05][73 62, 05, 3D]
0EC4 0EAA; [73 14, 05, 05][73 64, 05, 3D]

0E8A; [73 16, 05, 05]
0EC0 0E8A; [73 16, 05, 05][73 5C, 05, 3D]
0EC1 0E8A; [73 16, 05, 05][73 5E, 05, 3D]
0EC2 0E8A; [73 16, 05, 05][73 60, 05, 3D]
0EC3 0E8A; [73 16, 05, 05][73 62, 05, 3D]
0EC4 0E8A; [73 16, 05, 05][73 64, 05, 3D]

0E8D; [73 18, 05, 05]
0EC0 0E8D; [73 18, 05, 05][73 5C, 05, 3D]
0EC1 0E8D; [73 18, 05, 05][73 5E, 05, 3D]
0EC2 0E8D; [73 18, 05, 05][73 60, 05, 3D]
0EC3 0E8D; [73 18, 05, 05][73 62, 05, 3D]
0EC4 0E8D; [73 18, 05, 05][73 64, 05, 3D]

0E94; [73 1A, 05, 05]
0EC0 0E94; [73 1A, 05, 05][73 5C, 05, 3D]
0EC1 0E94; [73 1A, 05, 05][73 5E, 05, 3D]
0EC2 0E94; [73 1A, 05, 05][73 60, 05, 3D]
0EC3 0E94; [73 1A, 05, 05][73 62, 05, 3D]
0EC4 0E94; [73 1A, 05, 05][73 64, 05, 3D]

0E95; [73 1C, 05, 05]
0EC0 0E95; [73 1C, 05, 05][73 5C, 05, 3D]
0EC1 0E95; [73 1C, 05, 05][73 5E, 05, 3D]
0EC2 0E95; [73 1C, 05, 05][73 60, 05, 3D]
0EC3 0E95; [73 1C, 05, 05][73 62, 05, 3D]
0EC4 0E95; [73 1C, 05, 05][73 64, 05, 3D]

0E96; [73 1E, 05, 05]
0EC0 0E96; [73 1E, 05, 05][73 5C, 05, 3D]
0EC1 0E96; [73 1E, 05, 05][73 5E, 05, 3D]
0EC2 0E96; [73 1E, 05, 05][73 60, 05, 3D]
0EC3 0E96; [73 1E, 05, 05][73 62, 05, 3D]
0EC4 0E96; [73 1E, 05, 05][73 64, 05, 3D]

0E97; [73 20, 05, 05]
0EC0 0E97; [73 20, 05, 05][73 5C, 05, 3D]
0EC1 0E97; [73 20, 05, 05][73 5E, 05, 3D]
0EC2 0E97; [73 20, 05, 05][73 60, 05, 3D]
0EC3 0E97; [73 20, 05, 05][73 62, 05, 3D]
0EC4 0E97; [73 20, 05, 05][73 64, 05, 3D]

0E99; [73 22, 05, 05]
0EC0 0E99; [73 22, 05, 05][73 5C, 05, 3D]
0EC1 0E99; [73 22, 05, 05][73 5E, 05, 3D]
0EC2 0E99; [73 22, 05, 05][73 60, 05, 3D]
0EC3 0E99; [73 22, 05, 05][73 62, 05, 3D]
0EC4 0E99; [73 22, 05, 05][73 64, 05, 3D]

0E9A; [73 24, 05, 05]
0EC0 0E9A; [73 24, 05, 05][73 5C, 05, 3D]
0EC1 0E9A; [73 24, 05, 05][73 5E, 05, 3D]
0EC2 0E9A; [73 24, 05, 05][73 60, 05, 3D]
0EC3 0E9A; [73 24, 05, 05][73 62, 05, 3D]
0EC4 0E9A; [73 24, 05, 05][73 64, 05, 3D]

0E9B; [73 26, 05, 05]
0EC0 0E9B; [73 26, 05, 05][73 5C, 05, 3D]
0EC1 0E9B; [73 26, 05, 05][73 5E, 05, 3D]
0EC2 0E9B; [73 26, 05, 05][73 60, 05, 3D]
0EC3 0E9B; [73 26, 05, 05][73 62, 05, 3D]
0EC4 0E9B; [73 26, 05, 05][73 64, 05, 3D]

0E9C; [73 28, 05, 05]
0EC0 0E9C; [73 28, 05, 05][73 5C, 05, 3D]
0EC1 0E9C; [73 28, 05, 05][73 5E, 05, 3D]
0EC2 0E9C; [73 28, 05, 05][73 60, 05, 3D]
0EC3 0E9C; [73 28, 05, 05][73 62, 05, 3D]
0EC4 0E9C; [73 28, 05, 05][73 64, 05, 3D]

0E9D; [73 2A, 05, 05]
0EC0 0E9D; [73 2A, 05, 05][73 5C, 05, 3D]
0EC1 0E9D; [73 2A, 05, 05][73 5E, 05, 3D]
0EC2 0E9D; [73 2A, 05, 05][73 60, 05, 3D]
0EC3 0E9D; [73 2A, 05, 05][73 62, 05, 3D]
0EC4 0E9D; [73 2A, 05, 05][73 64, 05, 3D]

0E9E; [73 2C, 05, 05]
0EC0 0E9E; [73 2C, 05, 05][73 5C, 05, 3D]
0EC1 0E9E; [73 2C, 05, 05][73 5E, 05, 3D]
0EC2 0E9E; [73 2C, 05, 05][73 60, 05, 3D]
0EC3 0E9E; [73 2C, 05, 05][73 62, 05, 3D]
0EC4 0E9E; [73 2C, 05, 05][73 64, 05, 3D]

0E9F; [73 2E, 05, 05]
0EC0 0E9F; [73 2E, 05, 05][73 5C, 05, 3D]
0EC1 0E9F; [73 2E, 05, 05][73 5E, 05, 3D]
0EC2 0E9F; [73 2E, 05, 05][73 60, 05, 3D]
0EC3 0E9F; [73 2E, 05, 05][73 62, 05, 3D]
0EC4 0E9F; [73 2E, 05, 05][73 64, 05, 3D]

0EA1; [73 30, 05, 05]
0EC0 0EA1; [73 30, 05, 05][73 5C, 05, 3D]
0EC1 0EA1; [73 30, 05, 05][73 5E, 05, 3D]
0EC2 0EA1; [73 30, 05, 05][73 60, 05, 3D]
0EC3 0EA1; [73 30, 05, 05][73 62, 05, 3D]
0EC4 0EA1; [73 30, 05, 05][73 64, 05, 3D]

0EA2; [73 32, 05, 05]
0EC0 0EA2; [73 32, 05, 05][73 5C, 05, 3D]
0EC1 0EA2; [73 32, 05, 05][73 5E, 05, 3D]
0EC2 0EA2; [73 32, 05, 05][73 60, 05, 3D]
0EC3 0EA2; [73 32, 05, 05][73 62, 05, 3D]
0EC4 0EA2; [73 32, 05, 05][73 64, 05, 3D]

0EA3; [73 34, 05, 05]
0EC0 0EA3; [73 34, 05, 05][73 5C, 05, 3D]
0EC1 0EA3; [73 34, 05, 05][73 5E, 05, 3D]
0EC2 0EA3; [73 34, 05, 05][73 60, 05, 3D]
0EC3 0EA3; [73 34, 05, 05][73 62, 05, 3D]
0EC4 0EA3; [73 34, 05, 05][73 64, 05, 3D]

0EA5; [73 36, 05, 05]
0EC0 0EA5; [73 36, 05, 05][73 5C, 05, 3D]
0EC1 0EA5; [73 36, 05, 05][73 5E, 05, 3D]
0EC2 0EA5; [73 36, 05, 05][73 60, 05, 3D]
0EC3 0EA5; [73 36, 05, 05][73 62, 05, 3D]
0EC4 0EA5; [73 36, 05, 05][73 64, 05, 3D]

0EA7; [73 38, 05, 05]
0EC0 0EA7; [73 38, 05, 05][73 5C, 05, 3D]
0EC1 0EA7; [73 38, 05, 05][73 5E, 05, 3D]
0EC2 0EA7; [73 38, 05, 05][73 60, 05, 3D]
0EC3 0EA7; [73 38, 05, 05][73 62, 05, 3D]
0EC4 0EA7; [73 38, 05, 05][73 64, 05, 3D]

0EAB; [73 3A, 05, 05]
0EDC; [73 3A, 05, 09][73 22, 05, 09]
0EC0 0EDC; [73 3A, 05, 09][73 22, 05, 09][73 5C, 05, 3D]
0EC1 0EDC; [73 3A, 05, 09][73 22, 05, 09][73 5E, 05, 3D]
0EC2 0EDC; [73 3A, 05, 09][73 22, 05, 09][73 60, 05, 3D]
0EC3 0EDC; [73 3A, 05, 09][73 22, 05, 09][73 62, 05, 3D]
0EC4 0EDC; [73 3A, 05, 09][73 22, 05, 09][73 64, 05, 3D]
0EDD; [73 3A, 05, 09][73 30, 05, 09]
0EC0 0EDD; [73 3A, 05, 09][73 30, 05, 09][73 5C, 05, 3D]
0EC1 0EDD; [73 3A, 05, 09][73 30, 05, 09][73 5E, 05, 3D]
0EC2 0EDD; [73 3A, 05, 09][73 30, 05, 09][73 60, 05, 3D]
0EC3 0EDD; [73 3A, 05, 09][73 30, 05, 09][73 62, 05, 3D]
0EC4 0EDD; [73 3A, 05, 09][73 30, 05, 09][73 64, 05, 3D]
0EC0 0EAB; [73 3A, 05, 05][73 5C, 05, 3D]
0EC1 0EAB; [73 3A, 05, 05][73 5E, 05, 3D]
0EC2 0EAB; [73 3A, 05, 05][73 60, 05, 3D]
0EC3 0EAB; [73 3A, 05, 05][73 62, 05, 3D]
0EC4 0EAB; [73 3A, 05, 05][73 64, 05, 3D]

0EAD; [73 3C, 05, 05]
0EC0 0EAD; [73 3C, 05, 05][73 5C, 05, 3D]
0EC1 0EAD; [73 3C, 05, 05][73 5E, 05, 3D]
0EC2 0EAD; [73 3C, 05, 05][73 60, 05, 3D]
0EC3 0EAD; [73 3C, 05, 05][73 62, 05, 3D]
0EC4 0EAD; [73 3C, 05, 05][73 64, 05, 3D]

0EAE; [73 3E, 05, 05]
0EC0 0EAE; [73 3E, 05, 05][73 5C, 05, 3D]
0EC1 0EAE; [73 3E, 05, 05][73 5E, 05, 3D]
0EC2 0EAE; [73 3E, 05, 05][73 60, 05, 3D]
0EC3 0EAE; [73 3E, 05, 05][73 62, 05, 3D]
0EC4 0EAE; [73 3E, 05, 05][73 64, 05, 3D]

0EAF; [73 40, 05, 05]

0EB0; [73 42, 05, 05]

0EB1; [73 44, 05, 05]

0EB2; [73 46, 05, 05]

0EB3; [73 48, 05, 05]
0ECD 0EB2; [73 48, 05, 05]

0EB4; [73 4A, 05, 05]

0EB5; [73 4C, 05, 05]

0EB6; [73 4E, 05, 05]

0EB7; [73 50, 05, 05]

0EB8; [73 52, 05, 05]

0EB9; [73 54, 05, 05]

0EBB; [73 56, 05, 05]

0EBC; [73 58, 05, 05]

0EBD; [73 5A, 05, 05]

0EC0; [73 5C, 05, 05]

0EC1; [73 5E, 05, 05]

0EC2; [73 60, 05, 05]

0EC3; [73 62, 05, 05]

0EC4; [73 64, 05, 05]

AA80; [73 66 04, 05, 05]
AAB5 AA80; [73 66 04, 05, 05][73 67 B2, 05, 3D]
AAB6 AA80; [73 66 04, 05, 05][73 67 BA, 05, 3D]
AAB9 AA80; [73 66 04, 05, 05][73 67 D2, 05, 3D]
AABB AA80; [73 66 04, 05, 05][73 67 E2, 05, 3D]
AABC AA80; [73 66 04, 05, 05][73 67 EA, 05, 3D]

AA81; [73 66 0C, 05, 05]
AAB5 AA81; [73 66 0C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA81; [73 66 0C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA81; [73 66 0C, 05, 05][73 67 D2, 05, 3D]
AABB AA81; [73 66 0C, 05, 05][73 67 E2, 05, 3D]
AABC AA81; [73 66 0C, 05, 05][73 67 EA, 05, 3D]

AA82; [73 66 14, 05, 05]
AAB5 AA82; [73 66 14, 05, 05][73 67 B2, 05, 3D]
AAB6 AA82; [73 66 14, 05, 05][73 67 BA, 05, 3D]
AAB9 AA82; [73 66 14, 05, 05][73 67 D2, 05, 3D]
AABB AA82; [73 66 14, 05, 05][73 67 E2, 05, 3D]
AABC AA82; [73 66 14, 05, 05][73 67 EA, 05, 3D]

AA83; [73 66 1C, 05, 05]
AAB5 AA83; [73 66 1C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA83; [73 66 1C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA83; [73 66 1C, 05, 05][73 67 D2, 05, 3D]
AABB AA83; [73 66 1C, 05, 05][73 67 E2, 05, 3D]
AABC AA83; [73 66 1C, 05, 05][73 67 EA, 05, 3D]

AA84; [73 66 24, 05, 05]
AAB5 AA84; [73 66 24, 05, 05][73 67 B2, 05, 3D]
AAB6 AA84; [73 66 24, 05, 05][73 67 BA, 05, 3D]
AAB9 AA84; [73 66 24, 05, 05][73 67 D2, 05, 3D]
AABB AA84; [73 66 24, 05, 05][73 67 E2, 05, 3D]
AABC AA84; [73 66 24, 05, 05][73 67 EA, 05, 3D]

AA85; [73 66 2C, 05, 05]
AAB5 AA85; [73 66 2C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA85; [73 66 2C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA85; [73 66 2C, 05, 05][73 67 D2, 05, 3D]
AABB AA85; [73 66 2C, 05, 05][73 67 E2, 05, 3D]
AABC AA85; [73 66 2C, 05, 05][73 67 EA, 05, 3D]

AA86; [73 66 34, 05, 05]
AAB5 AA86; [73 66 34, 05, 05][73 67 B2, 05, 3D]
AAB6 AA86; [73 66 34, 05, 05][73 67 BA, 05, 3D]
AAB9 AA86; [73 66 34, 05, 05][73 67 D2, 05, 3D]
AABB AA86; [73 66 34, 05, 05][73 67 E2, 05, 3D]
AABC AA86; [73 66 34, 05, 05][73 67 EA, 05, 3D]

AA87; [73 66 3C, 05, 05]
AAB5 AA87; [73 66 3C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA87; [73 66 3C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA87; [73 66 3C, 05, 05][73 67 D2, 05, 3D]
AABB AA87; [73 66 3C, 05, 05][73 67 E2, 05, 3D]
AABC AA87; [73 66 3C, 05, 05][73 67 EA, 05, 3D]

AA88; [73 66 44, 05, 05]
AAB5 AA88; [73 66 44, 05, 05][73 67 B2, 05, 3D]
AAB6 AA88; [73 66 44, 05, 05][73 67 BA, 05, 3D]
AAB9 AA88; [73 66 44, 05, 05][73 67 D2, 05, 3D]
AABB AA88; [73 66 44, 05, 05][73 67 E2, 05, 3D]
AABC AA88; [73 66 44, 05, 05][73 67 EA, 05, 3D]

AA89; [73 66 4C, 05, 05]
AAB5 AA89; [73 66 4C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA89; [73 66 4C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA89; [73 66 4C, 05, 05][73 67 D2, 05, 3D]
AABB AA89; [73 66 4C, 05, 05][73 67 E2, 05, 3D]
AABC AA89; [73 66 4C, 05, 05][73 67 EA, 05, 3D]

AA8A; [73 66 54, 05, 05]
AAB5 AA8A; [73 66 54, 05, 05][73 67 B2, 05, 3D]
AAB6 AA8A; [73 66 54, 05, 05][73 67 BA, 05, 3D]
AAB9 AA8A; [73 66 54, 05, 05][73 67 D2, 05, 3D]
AABB AA8A; [73 66 54, 05, 05][73 67 E2, 05, 3D]
AABC AA8A; [73 66 54, 05, 05][73 67 EA, 05, 3D]

AA8B; [73 66 5C, 05, 05]
AAB5 AA8B; [73 66 5C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA8B; [73 66 5C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA8B; [73 66 5C, 05, 05][73 67 D2, 05, 3D]
AABB AA8B; [73 66 5C, 05, 05][73 67 E2, 05, 3D]
AABC AA8B; [73 66 5C, 05, 05][73 67 EA, 05, 3D]

AA8C; [73 66 64, 05, 05]
AAB5 AA8C; [73 66 64, 05, 05][73 67 B2, 05, 3D]
AAB6 AA8C; [73 66 64, 05, 05][73 67 BA, 05, 3D]
AAB9 AA8C; [73 66 64, 05, 05][73 67 D2, 05, 3D]
AABB AA8C; [73 66 64, 05, 05][73 67 E2, 05, 3D]
AABC AA8C; [73 66 64, 05, 05][73 67 EA, 05, 3D]

AA8D; [73 66 6C, 05, 05]
AAB5 AA8D; [73 66 6C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA8D; [73 66 6C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA8D; [73 66 6C, 05, 05][73 67 D2, 05, 3D]
AABB AA8D; [73 66 6C, 05, 05][73 67 E2, 05, 3D]
AABC AA8D; [73 66 6C, 05, 05][73 67 EA, 05, 3D]

AA8E; [73 66 74, 05, 05]
AAB5 AA8E; [73 66 74, 05, 05][73 67 B2, 05, 3D]
AAB6 AA8E; [73 66 74, 05, 05][73 67 BA, 05, 3D]
AAB9 AA8E; [73 66 74, 05, 05][73 67 D2, 05, 3D]
AABB AA8E; [73 66 74, 05, 05][73 67 E2, 05, 3D]
AABC AA8E; [73 66 74, 05, 05][73 67 EA, 05, 3D]

AA8F; [73 66 7C, 05, 05]
AAB5 AA8F; [73 66 7C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA8F; [73 66 7C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA8F; [73 66 7C, 05, 05][73 67 D2, 05, 3D]
AABB AA8F; [73 66 7C, 05, 05][73 67 E2, 05, 3D]
AABC AA8F; [73 66 7C, 05, 05][73 67 EA, 05, 3D]

AA90; [73 66 84, 05, 05]
AAB5 AA90; [73 66 84, 05, 05][73 67 B2, 05, 3D]
AAB6 AA90; [73 66 84, 05, 05][73 67 BA, 05, 3D]
AAB9 AA90; [73 66 84, 05, 05][73 67 D2, 05, 3D]
AABB AA90; [73 66 84, 05, 05][73 67 E2, 05, 3D]
AABC AA90; [73 66 84, 05, 05][73 67 EA, 05, 3D]

AA91; [73 66 8C, 05, 05]
AAB5 AA91; [73 66 8C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA91; [73 66 8C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA91; [73 66 8C, 05, 05][73 67 D2, 05, 3D]
AABB AA91; [73 66 8C, 05, 05][73 67 E2, 05, 3D]
AABC AA91; [73 66 8C, 05, 05][73 67 EA, 05, 3D]

AA92; [73 66 94, 05, 05]
AAB5 AA92; [73 66 94, 05, 05][73 67 B2, 05, 3D]
AAB6 AA92; [73 66 94, 05, 05][73 67 BA, 05, 3D]
AAB9 AA92; [73 66 94, 05, 05][73 67 D2, 05, 3D]
AABB AA92; [73 66 94, 05, 05][73 67 E2, 05, 3D]
AABC AA92; [73 66 94, 05, 05][73 67 EA, 05, 3D]

AA93; [73 66 9C, 05, 05]
AAB5 AA93; [73 66 9C, 05, 05][73 67 B2, 05, 3D]
AAB6 AA93; [73 66 9C, 05, 05][73 67 BA, 05, 3D]
AAB9 AA93; [73 66 9C, 05, 05][73 67 D2, 05, 3D]
AABB AA93; [73 66 9C, 05, 05][73 67 E2, 05, 3D]
AABC AA93; [73 66 9C, 05, 05][73 67 EA, 05, 3D]

AA94; [73 66 A4, 05, 05]
AAB5 AA94; [73 66 A4, 05, 05][73 67 B2, 05, 3D]
AAB6 AA94; [73 66 A4, 05, 05][73 67 BA, 05, 3D]
AAB9 AA94; [73 66 A4, 05, 05][73 67 D2, 05, 3D]
AABB AA94; [73 66 A4, 05, 05][73 67 E2, 05, 3D]
AABC AA94; [73 66 A4, 05, 05][73 67 EA, 05, 3D]

AA95; [73 66 AC, 05, 05]
AAB5 AA95; [73 66 AC, 05, 05][73 67 B2, 05, 3D]
AAB6 AA95; [73 66 AC, 05, 05][73 67 BA, 05, 3D]
AAB9 AA95; [73 66 AC, 05, 05][73 67 D2, 05, 3D]
AABB AA95; [73 66 AC, 05, 05][73 67 E2, 05, 3D]
AABC AA95; [73 66 AC, 05, 05][73 67 EA, 05, 3D]

AA96; [73 66 B4, 05, 05]
AAB5 AA96; [73 66 B4, 05, 05][73 67 B2, 05, 3D]
AAB6 AA96; [73 66 B4, 05, 05][73 67 BA, 05, 3D]
AAB9 AA96; [73 66 B4, 05, 05][73 67 D2, 05, 3D]
AABB AA96; [73 66 B4, 05, 05][73 67 E2, 05, 3D]
AABC AA96; [73 66 B4, 05, 05][73 67 EA, 05, 3D]

AA97; [73 66 BC, 05, 05]
AAB5 AA97; [73 66 BC, 05, 05][73 67 B2, 05, 3D]
AAB6 AA97; [73 66 BC, 05, 05][73 67 BA, 05, 3D]
AAB9 AA97; [73 66 BC, 05, 05][73 67 D2, 05, 3D]
AABB AA97; [73 66 BC, 05, 05][73 67 E2, 05, 3D]
AABC AA97; [73 66 BC, 05, 05][73 67 EA, 05, 3D]

AA98; [73 66 C4, 05, 05]
AAB5 AA98; [73 66 C4, 05, 05][73 67 B2, 05, 3D]
AAB6 AA98; [73 66 C4, 05, 05][73 67 BA, 05, 3D]
AAB9 AA98; [73 66 C4, 05, 05][73 67 D2, 05, 3D]
AABB AA98; [73 66 C4, 05, 05][73 67 E2, 05, 3D]
AABC AA98; [73 66 C4, 05, 05][73 67 EA, 05, 3D]

AA99; [73 66 CC, 05, 05]
AAB5 AA99; [73 66 CC, 05, 05][73 67 B2, 05, 3D]
AAB6 AA99; [73 66 CC, 05, 05][73 67 BA, 05, 3D]
AAB9 AA99; [73 66 CC, 05, 05][73 67 D2, 05, 3D]
AABB AA99; [73 66 CC, 05, 05][73 67 E2, 05, 3D]
AABC AA99; [73 66 CC, 05, 05][73 67 EA, 05, 3D]

AA9A; [73 66 D4, 05, 05]
AAB5 AA9A; [73 66 D4, 05, 05][73 67 B2, 05, 3D]
AAB6 AA9A; [73 66 D4, 05, 05][73 67 BA, 05, 3D]
AAB9 AA9A; [73 66 D4, 05, 05][73 67 D2, 05, 3D]
AABB AA9A; [73 66 D4, 05, 05][73 67 E2, 05, 3D]
AABC AA9A; [73 66 D4, 05, 05][73 67 EA, 05, 3D]

AA9B; [73 66 DC, 05, 05]
AAB5 AA9B; [73 66 DC, 05, 05][73 67 B2, 05, 3D]
AAB6 AA9B; [73 66 DC, 05, 05][73 67 BA, 05, 3D]
AAB9 AA9B; [73 66 DC, 05, 05][73 67 D2, 05, 3D]
AABB AA9B; [73 66 DC, 05, 05][73 67 E2, 05, 3D]
AABC AA9B; [73 66 DC, 05, 05][73 67 EA, 05, 3D]

AA9C; [73 66 E4, 05, 05]
AAB5 AA9C; [73 66 E4, 05, 05][73 67 B2, 05, 3D]
AAB6 AA9C; [73 66 E4, 05, 05][73 67 BA, 05, 3D]
AAB9 AA9C; [73 66 E4, 05, 05][73 67 D2, 05, 3D]
AABB AA9C; [73 66 E4, 05, 05][73 67 E2, 05, 3D]
AABC AA9C; [73 66 E4, 05, 05][73 67 EA, 05, 3D]

AA9D; [73 66 EC, 05, 05]
AAB5 AA9D; [73 66 EC, 05, 05][73 67 B2, 05, 3D]
AAB6 AA9D; [73 66 EC, 05, 05][73 67 BA, 05, 3D]
AAB9 AA9D; [73 66 EC, 05, 05][73 67 D2, 05, 3D]
AABB AA9D; [73 66 EC, 05, 05][73 67 E2, 05, 3D]
