# DerivedNormalizationProps-6.0.0.txt
# Date: 2010-05-20, 15:14:12 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2010 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: FC_NFKC_Closure  (DEPRECATED as of Unicode 6.0.0)
#  Generated from computing: b = NFKC(Fold(a)); c = NFKC(Fold(b));
#  Then if (c != b) add the mapping from a to c to the set of
#  mappings that constitute the FC_NFKC_Closure list
#  Uses the full case folding from CaseFolding.txt, without the T option.

037A  ; FC_NFKC; 0020 03B9
A646          ; NFKC_CF; A647
A648          ; NFKC_CF; A649
A64A          ; NFKC_CF; A64B
A64C          ; NFKC_CF; A64D
A64E          ; NFKC_CF; A64F
A650          ; NFKC_CF; A651
A652          ; NFKC_CF; A653
A654          ; NFKC_CF; A655
A656          ; NFKC_CF; A657
A658          ; NFKC_CF; A659
A65A          ; NFKC_CF; A65B
A65C          ; NFKC_CF; A65D
A65E          ; NFKC_CF; A65F
A660          ; NFKC_CF; A661
A662          ; NFKC_CF; A663
A664          ; NFKC_CF; A665
A666          ; NFKC_CF; A667
A668          ; NFKC_CF; A669
A66A          ; NFKC_CF; A66B
A66C          ; NFKC_CF; A66D
A680          ; NFKC_CF; A681
A682          ; NFKC_CF; A683
A684          ; NFKC_CF; A685
A686          ; NFKC_CF; A687
A688          ; NFKC_CF; A689
A68A          ; NFKC_CF; A68B
A68C          ; NFKC_CF; A68D
A68E          ; NFKC_CF; A68F
A690          ; NFKC_CF; A691
A692          ; NFKC_CF; A693
A694          ; NFKC_CF; A695
A696          ; NFKC_CF; A697
A722          ; NFKC_CF; A723
A724          ; NFKC_CF; A725
A726          ; NFKC_CF; A727
A728          ; NFKC_CF; A729
A72A          ; NFKC_CF; A72B
A72C          ; NFKC_CF; A72D
A72E          ; NFKC_CF; A72F
A732          ; NFKC_CF; A733
A734          ; NFKC_CF; A735
A736          ; NFKC_CF; A737
A738          ; NFKC_CF; A739
A73A          ; NFKC_CF; A73B
A73C          ; NFKC_CF; A73D
A73E          ; NFKC_CF; A73F
A740          ; NFKC_CF; A741
A742          ; NFKC_CF; A743
A744          ; NFKC_CF; A745
A746          ; NFKC_CF; A747
A748          ; NFKC_CF; A749
A74A          ; NFKC_CF; A74B
A74C          ; NFKC_CF; A74D
A74E          ; NFKC_CF; A74F
A750          ; NFKC_CF; A751
A752          ; NFKC_CF; A753
A754          ; NFKC_CF; A755
A756          ; NFKC_CF; A757
A758          ; NFKC_CF; A759
A75A          ; NFKC_CF; A75B
A75C          ; NFKC_CF; A75D
A75E          ; NFKC_CF; A75F
A760          ; NFKC_CF; A761
A762          ; NFKC_CF; A763
A764          ; NFKC_CF; A765
A766          ; NFKC_CF; A767
A768          ; NFKC_CF; A769
A76A          ; NFKC_CF; A76B
A76C          ; NFKC_CF; A76D
A76E          ; NFKC_CF; A76F
A770          ; NFKC_CF; A76F
A779          ; NFKC_CF; A77A
A77B          ; NFKC_CF; A77C
A77D          ; NFKC_CF; 1D79
A77E          ; NFKC_CF; A77F
A780          ; NFKC_CF; A781
A782          ; NFKC_CF; A783
A784          ; NFKC_CF; A785
A786          ; NFKC_CF; A787
A78B          ; NFKC_CF; A78C
A78D          ; NFKC_CF; 0265
A790          ; NFKC_CF; A791
A7A0          ; NFKC_CF; A7A1
A7A2          ; NFKC_CF; A7A3
A7A4          ; NFKC_CF; A7A5
A7A6          ; NFKC_CF; A7A7
A7A8          ; NFKC_CF; A7A9
F900          ; NFKC_CF; 8C48
F901          ; NFKC_CF; 66F4
F902          ; NFKC_CF; 8ECA
F903          ; NFKC_CF; 8CC8
F904          ; NFKC_CF; 6ED1
F905          ; NFKC_CF; 4E32
F906          ; NFKC_CF; 53E5
F907..F908    ; NFKC_CF; 9F9C
F909          ; NFKC_CF; 5951
F90A          ; NFKC_CF; 91D1
F90B          ; NFKC_CF; 5587
F90C          ; NFKC_CF; 5948
F90D          ; NFKC_CF; 61F6
F90E          ; NFKC_CF; 7669
F90F          ; NFKC_CF; 7F85
F910          ; NFKC_CF; 863F
F911          ; NFKC_CF; 87BA
F912          ; NFKC_CF; 88F8
F913          ; NFKC_CF; 908F
F914          ; NFKC_CF; 6A02
F915          ; NFKC_CF; 6D1B
F916          ; NFKC_CF; 70D9
F917          ; NFKC_CF; 73DE
F918          ; NFKC_CF; 843D
F919          ; NFKC_CF; 916A
F91A          ; NFKC_CF; 99F1
F91B          ; NFKC_CF; 4E82
F91C          ; NFKC_CF; 5375
F91D          ; NFKC_CF; 6B04
F91E          ; NFKC_CF; 721B
F91F          ; NFKC_CF; 862D
F920          ; NFKC_CF; 9E1E
F921          ; NFKC_CF; 5D50
F922          ; NFKC_CF; 6FEB
F923          ; NFKC_CF; 85CD
F924          ; NFKC_CF; 8964
F925          ; NFKC_CF; 62C9
F926          ; NFKC_CF; 81D8
F927          ; NFKC_CF; 881F
F928          ; NFKC_CF; 5ECA
F929          ; NFKC_CF; 6717
F92A          ; NFKC_CF; 6D6A
F92B          ; NFKC_CF; 72FC
F92C          ; NFKC_CF; 90CE
F92D          ; NFKC_CF; 4F86
F92E          ; NFKC_CF; 51B7
F92F          ; NFKC_CF; 52DE
F930          ; NFKC_CF; 64C4
F931          ; NFKC_CF; 6AD3
F932          ; NFKC_CF; 7210
F933          ; NFKC_CF; 76E7
F934          ; NFKC_CF; 8001
F935          ; NFKC_CF; 8606
F936          ; NFKC_CF; 865C
F937          ; NFKC_CF; 8DEF
F938          ; NFKC_CF; 9732
F939          ; NFKC_CF; 9B6F
F93A          ; NFKC_CF; 9DFA
F93B          ; NFKC_CF; 788C
F93C          ; NFKC_CF; 797F
F93D          ; NFKC_CF; 7DA0
F93E          ; NFKC_CF; 83C9
F93F          ; NFKC_CF; 9304
F940          ; NFKC_CF; 9E7F
F941          ; NFKC_CF; 8AD6
F942          ; NFKC_CF; 58DF
F943          ; NFKC_CF; 5F04
F944          ; NFKC_CF; 7C60
F945          ; NFKC_CF; 807E
F946          ; NFKC_CF; 7262
F947          ; NFKC_CF; 78CA
F948          ; NFKC_CF; 8CC2
F949          ; NFKC_CF; 96F7
F94A          ; NFKC_CF; 58D8
F94B          ; NFKC_CF; 5C62
F94C          ; NFKC_CF; 6A13
F94D          ; NFKC_CF; 6DDA
F94E          ; NFKC_CF; 6F0F
F94F          ; NFKC_CF; 7D2F
F950          ; NFKC_CF; 7E37
F951          ; NFKC_CF; 964B
F952          ; NFKC_CF; 52D2
F953          ; NFKC_CF; 808B
F954          ; NFKC_CF; 51DC
F955          ; NFKC_CF; 51CC
F956          ; NFKC_CF; 7A1C
F957          ; NFKC_CF; 7DBE
F958          ; NFKC_CF; 83F1
F959          ; NFKC_CF; 9675
F95A          ; NFKC_CF; 8B80
F95B          ; NFKC_CF; 62CF
F95C          ; NFKC_CF; 6A02
F95D          ; NFKC_CF; 8AFE
F95E          ; NFKC_CF; 4E39
F95F          ; NFKC_CF; 5BE7
F960          ; NFKC_CF; 6012
F961          ; NFKC_CF; 7387
F962          ; NFKC_CF; 7570
F963          ; NFKC_CF; 5317
F964          ; NFKC_CF; 78FB
F965          ; NFKC_CF; 4FBF
F966          ; NFKC_CF; 5FA9
F967          ; NFKC_CF; 4E0D
F968          ; NFKC_CF; 6CCC
F969          ; NFKC_CF; 6578
F96A          ; NFKC_CF; 7D22
F96B          ; NFKC_CF; 53C3
F96C          ; NFKC_CF; 585E
F96D          ; NFKC_CF; 7701
F96E          ; NFKC_CF; 8449
F96F          ; NFKC_CF; 8AAA
F970          ; NFKC_CF; 6BBA
F971          ; NFKC_CF; 8FB0
F972          ; NFKC_CF; 6C88
F973          ; NFKC_CF; 62FE
F974          ; NFKC_CF; 82E5
F975          ; NFKC_CF; 63A0
F976          ; NFKC_CF; 7565
F977          ; NFKC_CF; 4EAE
F978          ; NFKC_CF; 5169
F979          ; NFKC_CF; 51C9
F97A          ; NFKC_CF; 6881
F97B          ; NFKC_CF; 7CE7
F97C          ; NFKC_CF; 826F
F97D          ; NFKC_CF; 8AD2
F97E          ; NFKC_CF; 91CF
F97F          ; NFKC_CF; 52F5
F980          ; NFKC_CF; 5442
F981          ; NFKC_CF; 5973
F982          ; NFKC_CF; 5EEC
F983          ; NFKC_CF; 65C5
F984          ; NFKC_CF; 6FFE
F985          ; NFKC_CF; 792A
F986          ; NFKC_CF; 95AD
F987          ; NFKC_CF; 9A6A
F988          ; NFKC_CF; 9E97
F989          ; NFKC_CF; 9ECE
F98A          ; NFKC_CF; 529B
F98B          ; NFKC_CF; 66C6
F98C          ; NFKC_CF; 6B77
F98D          ; NFKC_CF; 8F62
F98E          ; NFKC_CF; 5E74
F98F          ; NFKC_CF; 6190
F990          ; NFKC_CF; 6200
F991          ; NFKC_CF; 649A
F992          ; NFKC_CF; 6F23
F993          ; NFKC_CF; 7149
F994          ; NFKC_CF; 7489
F995          ; NFKC_CF; 79CA
F996          ; NFKC_CF; 7DF4
F997          ; NFKC_CF; 806F
F998          ; NFKC_CF; 8F26
F999          ; NFKC_CF; 84EE
F99A          ; NFKC_CF; 9023
F99B          ; NFKC_CF; 934A
F99C          ; NFKC_CF; 5217
F99D          ; NFKC_CF; 52A3
F99E          ; NFKC_CF; 54BD
F99F          ; NFKC_CF; 70C8
F9A0          ; NFKC_CF; 88C2
F9A1          ; NFKC_CF; 8AAA
F9A2          ; NFKC_CF; 5EC9
F9A3          ; NFKC_CF; 5FF5
F9A4          ; NFKC_CF; 637B
F9A5          ; NFKC_CF; 6BAE
F9A6          ; NFKC_CF; 7C3E
F9A7          ; NFKC_CF; 7375
F9A8          ; NFKC_CF; 4EE4
F9A9          ; NFKC_CF; 56F9
F9AA          ; NFKC_CF; 5BE7
F9AB          ; NFKC_CF; 5DBA
F9AC          ; NFKC_CF; 601C
F9AD          ; NFKC_CF; 73B2
F9AE          ; NFKC_CF; 7469
F9AF          ; NFKC_CF; 7F9A
F9B0          ; NFKC_CF; 8046
F9B1          ; NFKC_CF; 9234
F9B2          ; NFKC_CF; 96F6
F9B3          ; NFKC_CF; 9748
F9B4          ; NFKC_CF; 9818
F9B5          ; NFKC_CF; 4F8B
F9B6          ; NFKC_CF; 79AE
F9B7          ; NFKC_CF; 91B4
F9B8          ; NFKC_CF; 96B8
F9B9          ; NFKC_CF; 60E1
F9BA          ; NFKC_CF; 4E86
F9BB          ; NFKC_CF; 50DA
F9BC          ; NFKC_CF; 5BEE
F9BD          ; NFKC_CF; 5C3F
F9BE          ; NFKC_CF; 6599
F9BF          ; NFKC_CF; 6A02
F9C0          ; NFKC_CF; 71CE
F9C1          ; NFKC_CF; 7642
F9C2          ; NFKC_CF; 84FC
F9C3          ; NFKC_CF; 907C
F9C4          ; NFKC_CF; 9F8D
F9C5          ; NFKC_CF; 6688
F9C6          ; NFKC_CF; 962E
F9C7          ; NFKC_CF; 5289
F9C8          ; NFKC_CF; 677B
F9C9          ; NFKC_CF; 67F3
F9CA          ; NFKC_CF; 6D41
F9CB          ; NFKC_CF; 6E9C
F9CC          ; NFKC_CF; 7409
F9CD          ; NFKC_CF; 7559
F9CE          ; NFKC_CF; 786B
F9CF          ; NFKC_CF; 7D10
F9D0          ; NFKC_CF; 985E
F9D1          ; NFKC_CF; 516D
F9D2          ; NFKC_CF; 622E
F9D3          ; NFKC_CF; 9678
F9D4          ; NFKC_CF; 502B
F9D5          ; NFKC_CF; 5D19
F9D6          ; NFKC_CF; 6DEA
F9D7          ; NFKC_CF; 8F2A
F9D8          ; NFKC_CF; 5F8B
F9D9          ; NFKC_CF; 6144
F9DA          ; NFKC_CF; 6817
F9DB          ; NFKC_CF; 7387
F9DC          ; NFKC_CF; 9686
F9DD          ; NFKC_CF; 5229
F9DE          ; NFKC_CF; 540F
F9DF          ; NFKC_CF; 5C65
F9E0          ; NFKC_CF; 6613
F9E1          ; NFKC_CF; 674E
F9E2          ; NFKC_CF; 68A8
F9E3          ; NFKC_CF; 6CE5
F9E4          ; NFKC_CF; 7406
F9E5          ; NFKC_CF; 75E2
F9E6          ; NFKC_CF; 7F79
F9E7          ; NFKC_CF; 88CF
F9E8          ; NFKC_CF; 88E1
F9E9          ; NFKC_CF; 91CC
F9EA          ; NFKC_CF; 96E2
F9EB          ; NFKC_CF; 533F
F9EC          ; NFKC_CF; 6EBA
F9ED          ; NFKC_CF; 541D
F9EE          ; NFKC_CF; 71D0
F9EF          ; NFKC_CF; 7498
F9F0          ; NFKC_CF; 85FA
F9F1          ; NFKC_CF; 96A3
F9F2          ; NFKC_CF; 9C57
F9F3          ; NFKC_CF; 9E9F
F9F4          ; NFKC_CF; 6797
F9F5          ; NFKC_CF; 6DCB
F9F6          ; NFKC_CF; 81E8
F9F7          ; NFKC_CF; 7ACB
F9F8          ; NFKC_CF; 7B20
F9F9          ; NFKC_CF; 7C92
F9FA          ; NFKC_CF; 72C0
F9FB          ; NFKC_CF; 7099
F9FC          ; NFKC_CF; 8B58
F9FD          ; NFKC_CF; 4EC0
F9FE          ; NFKC_CF; 8336
F9FF          ; NFKC_CF; 523A
FA00          ; NFKC_CF; 5207
FA01          ; NFKC_CF; 5EA6
FA02          ; NFKC_CF; 62D3
FA03          ; NFKC_CF; 7CD6
FA04          ; NFKC_CF; 5B85
FA05          ; NFKC_CF; 6D1E
FA06          ; NFKC_CF; 66B4
FA07          ; NFKC_CF; 8F3B
FA08          ; NFKC_CF; 884C
FA09          ; NFKC_CF; 964D
FA0A          ; NFKC_CF; 898B
FA0B          ; NFKC_CF; 5ED3
FA0C          ; NFKC_CF; 5140
FA0D          ; NFKC_CF; 55C0
FA10          ; NFKC_CF; 585A
FA12          ; NFKC_CF; 6674
FA15          ; NFKC_CF; 51DE
FA16          ; NFKC_CF; 732A
FA17          ; NFKC_CF; 76CA
FA18          ; NFKC_CF; 793C
FA19          ; NFKC_CF; 795E
FA1A          ; NFKC_CF; 7965
FA1B          ; NFKC_CF; 798F
FA1C          ; NFKC_CF; 9756
FA1D          ; NFKC_CF; 7CBE
FA1E          ; NFKC_CF; 7FBD
FA20          ; NFKC_CF; 8612
FA22          ; NFKC_CF; 8AF8
FA25          ; NFKC_CF; 9038
FA26          ; NFKC_CF; 90FD
FA2A          ; NFKC_CF; 98EF
FA2B          ; NFKC_CF; 98FC
FA2C          ; NFKC_CF; 9928
FA2D          ; NFKC_CF; 9DB4
FA30          ; NFKC_CF; 4FAE
FA31          ; NFKC_CF; 50E7
FA32          ; NFKC_CF; 514D
FA33          ; NFKC_CF; 52C9
FA34          ; NFKC_CF; 52E4
FA35          ; NFKC_CF; 5351
FA36          ; NFKC_CF; 559D
FA37          ; NFKC_CF; 5606
FA38          ; NFKC_CF; 5668
FA39          ; NFKC_CF; 5840
FA3A          ; NFKC_CF; 58A8
FA3B          ; NFKC_CF; 5C64
FA3C          ; NFKC_CF; 5C6E
FA3D          ; NFKC_CF; 6094
FA3E          ; NFKC_CF; 6168
FA3F          ; NFKC_CF; 618E
FA40          ; NFKC_CF; 61F2
FA41          ; NFKC_CF; 654F
FA42          ; NFKC_CF; 65E2
FA43          ; NFKC_CF; 6691
FA44          ; NFKC_CF; 6885
FA45          ; NFKC_CF; 6D77
FA46          ; NFKC_CF; 6E1A
FA47          ; NFKC_CF; 6F22
FA48          ; NFKC_CF; 716E
FA49          ; NFKC_CF; 722B
FA4A          ; NFKC_CF; 7422
FA4B          ; NFKC_CF; 7891
FA4C          ; NFKC_CF; 793E
FA4D          ; NFKC_CF; 7949
FA4E          ; NFKC_CF; 7948
FA4F          ; NFKC_CF; 7950
FA50          ; NFKC_CF; 7956
FA51          ; NFKC_CF; 795D
FA52          ; NFKC_CF; 798D
FA53          ; NFKC_CF; 798E
FA54          ; NFKC_CF; 7A40
FA55          ; NFKC_CF; 7A81
FA56          ; NFKC_CF; 7BC0
FA57          ; NFKC_CF; 7DF4
FA58          ; NFKC_CF; 7E09
FA59          ; NFKC_CF; 7E41
FA5A          ; NFKC_CF; 7F72
FA5B          ; NFKC_CF; 8005
FA5C          ; NFKC_CF; 81ED
FA5D..FA5E    ; NFKC_CF; 8279
FA5F          ; NFKC_CF; 8457
FA60          ; NFKC_CF; 8910
FA61          ; NFKC_CF; 8996
FA62          ; NFKC_CF; 8B01
FA63          ; NFKC_CF; 8B39
FA64          ; NFKC_CF; 8CD3
FA65          ; NFKC_CF; 8D08
FA66          ; NFKC_CF; 8FB6
FA67          ; NFKC_CF; 9038
FA68          ; NFKC_CF; 96E3
FA69          ; NFKC_CF; 97FF
FA6A          ; NFKC_CF; 983B
FA6B          ; NFKC_CF; 6075
FA6C          ; NFKC_CF; 242EE
FA6D          ; NFKC_CF; 8218
FA70          ; NFKC_CF; 4E26
FA71          ; NFKC_CF; 51B5
FA72          ; NFKC_CF; 5168
FA73          ; NFKC_CF; 4F80
FA74          ; NFKC_CF; 5145
FA75          ; NFKC_CF; 5180
FA76          ; NFKC_CF; 52C7
FA77          ; NFKC_CF; 52FA
FA78          ; NFKC_CF; 559D
FA79          ; NFKC_CF; 5555
FA7A          ; NFKC_CF; 5599
FA7B          ; NFKC_CF; 55E2
FA7C          ; NFKC_CF; 585A
FA7D          ; NFKC_CF; 58B3
FA7E          ; NFKC_CF; 5944
FA7F          ; NFKC_CF; 5954
FA80          ; NFKC_CF; 5A62
FA81          ; NFKC_CF; 5B28
FA82          ; NFKC_CF; 5ED2
FA83          ; NFKC_CF; 5ED9
FA84          ; NFKC_CF; 5F69
FA85          ; NFKC_CF; 5FAD
FA86          ; NFKC_CF; 60D8
FA87          ; NFKC_CF; 614E
FA88          ; NFKC_CF; 6108
FA89          ; NFKC_CF; 618E
FA8A          ; NFKC_CF; 6160
FA8B          ; NFKC_CF; 61F2
FA8C          ; NFKC_CF; 6234
FA8D          ; NFKC_CF; 63C4
FA8E          ; NFKC_CF; 641C
FA8F          ; NFKC_CF; 6452
FA90          ; NFKC_CF; 6556
FA91          ; NFKC_CF; 6674
FA92          ; NFKC_CF; 6717
FA93          ; NFKC_CF; 671B
FA94          ; NFKC_CF; 6756
FA95          ; NFKC_CF; 6B79
FA96          ; NFKC_CF; 6BBA
FA97          ; NFKC_CF; 6D41
FA98          ; NFKC_CF; 6EDB
FA99          ; NFKC_CF; 6ECB
FA9A          ; NFKC_CF; 6F22
FA9B          ; NFKC_CF; 701E
FA9C          ; NFKC_CF; 716E
FA9D          ; NFKC_CF; 77A7
FA9E          ; NFKC_CF; 7235
FA9F          ; NFKC_CF; 72AF
FAA0          ; NFKC_CF; 732A
FAA1          ; NFKC_CF; 7471
FAA2          ; NFKC_CF; 7506
FAA3          ; NFKC_CF; 753B
FAA4          ; NFKC_CF; 761D
FAA5          ; NFKC_CF; 761F
FAA6          ; NFKC_CF; 76CA
FAA7          ; NFKC_CF; 76DB
FAA8          ; NFKC_CF; 76F4
FAA9          ; NFKC_CF; 774A
FAAA          ; NFKC_CF; 7740
FAAB          ; NFKC_CF; 78CC
FAAC          ; NFKC_CF; 7AB1
FAAD          ; NFKC_CF; 7BC0
FAAE          ; NFKC_CF; 7C7B
FAAF          ; NFKC_CF; 7D5B
FAB0          ; NFKC_CF; 7DF4
FAB1          ; NFKC_CF; 7F3E
FAB2          ; NFKC_CF; 8005
FAB3          ; NFKC_CF; 8352
FAB4          ; NFKC_CF; 83EF
FAB5          ; NFKC_CF; 8779
FAB6          ; NFKC_CF; 8941
FAB7          ; NFKC_CF; 8986
FAB8          ; NFKC_CF; 8996
FAB9          ; NFKC_CF; 8ABF
FABA          ; NFKC_CF; 8AF8
FABB          ; NFKC_CF; 8ACB
FABC          ; NFKC_CF; 8B01
FABD          ; NFKC_CF; 8AFE
FABE          ; NFKC_CF; 8AED
FABF          ; NFKC_CF; 8B39
FAC0          ; NFKC_CF; 8B8A
FAC1          ; NFKC_CF; 8D08
FAC2          ; NFKC_CF; 8F38
FAC3          ; NFKC_CF; 9072
FAC4          ; NFKC_CF; 9199
FAC5          ; NFKC_CF; 9276
FAC6          ; NFKC_CF; 967C
FAC7          ; NFKC_CF; 96E3
FAC8          ; NFKC_CF; 9756
FAC9          ; NFKC_CF; 97DB
FACA          ; NFKC_CF; 97FF
FACB          ; NFKC_CF; 980B
FACC          ; NFKC_CF; 983B
FACD          ; NFKC_CF; 9B12
FACE          ; NFKC_CF; 9F9C
FACF          ; NFKC_CF; 2284A
FAD0          ; NFKC_CF; 22844
FAD1          ; NFKC_CF; 233D5
FAD2          ; NFKC_CF; 3B9D
FAD3          ; NFKC_CF; 4018
FAD4          ; NFKC_CF; 4039
FAD5          ; NFKC_CF; 25249
FAD6          ; NFKC_CF; 25CD0
FAD7          ; NFKC_CF; 27ED3
FAD8          ; NFKC_CF; 9F43
FAD9          ; NFKC_CF; 9F8E
FB00          ; NFKC_CF; 0066 0066
FB01          ; NFKC_CF; 0066 0069
FB02          ; NFKC_CF; 0066 006C
FB03          ; NFKC_CF; 0066 0066 0069
FB04          ; NFKC_CF; 0066 0066 006C
FB05..FB06    ; NFKC_CF; 0073 0074
FB13          ; NFKC_CF; 0574 0576
FB14          ; NFKC_CF; 0574 0565
FB15          ; NFKC_CF; 0574 056B
FB16          ; NFKC_CF; 057E 0576
FB17          ; NFKC_CF; 0574 056D
FB1D          ; NFKC_CF; 05D9 05B4
FB1F          ; NFKC_CF; 05F2 05B7
FB20          ; NFKC_CF; 05E2
FB21          ; NFKC_CF; 05D0
FB22          ; NFKC_CF; 05D3
FB23          ; NFKC_CF; 05D4
FB24          ; NFKC_CF; 05DB
FB25          ; NFKC_CF; 05DC
FB26          ; NFKC_CF; 05DD
FB27          ; NFKC_CF; 05E8
FB28          ; NFKC_CF; 05EA
FB29          ; NFKC_CF; 002B
FB2A          ; NFKC_CF; 05E9 05C1
FB2B          ; NFKC_CF; 05E9 05C2
FB2C          ; NFKC_CF; 05E9 05BC 05C1
FB2D          ; NFKC_CF; 05E9 05BC 05C2
FB2E          ; NFKC_CF; 05D0 05B7
FB2F          ; NFKC_CF; 05D0 05B8
FB30          ; NFKC_CF; 05D0 05BC
FB31          ; NFKC_CF; 05D1 05BC
FB32          ; NFKC_CF; 05D2 05BC
FB33          ; NFKC_CF; 05D3 05BC
FB34          ; NFKC_CF; 05D4 05BC
FB35          ; NFKC_CF; 05D5 05BC
FB36          ; NFKC_CF; 05D6 05BC
FB38          ; NFKC_CF; 05D8 05BC
FB39          ; NFKC_CF; 05D9 05BC
FB3A          ; NFKC_CF; 05DA 05BC
FB3B          ; NFKC_CF; 05DB 05BC
FB3C          ; NFKC_CF; 05DC 05BC
FB3E          ; NFKC_CF; 05DE 05BC
FB40          ; NFKC_CF; 05E0 05BC
FB41          ; NFKC_CF; 05E1 05BC
FB43          ; NFKC_CF; 05E3 05BC
FB44          ; NFKC_CF; 05E4 05BC
FB46          ; NFKC_CF; 05E6 05BC
FB47          ; NFKC_CF; 05E7 05BC
FB48          ; NFKC_CF; 05E8 05BC
FB49          ; NFKC_CF; 05E9 05BC
FB4A          ; NFKC_CF; 05EA 05BC
FB4B          ; NFKC_CF; 05D5 05B9
FB4C          ; NFKC_CF; 05D1 05BF
FB4D          ; NFKC_CF; 05DB 05BF
FB4E          ; NFKC_CF; 05E4 05BF
FB4F          ; NFKC_CF; 05D0 05DC
FB50..FB51    ; NFKC_CF; 0671
FB52..FB55    ; NFKC_CF; 067B
FB56..FB59    ; NFKC_CF; 067E
FB5A..FB5D    ; NFKC_CF; 0680
FB5E..FB61    ; NFKC_CF; 067A
FB62..FB65    ; NFKC_CF; 067F
FB66..FB69    ; NFKC_CF; 0679
FB6A..FB6D    ; NFKC_CF; 06A4
FB6E..FB71    ; NFKC_CF; 06A6
FB72..FB75    ; NFKC_CF; 0684
FB76..FB79    ; NFKC_CF; 0683
FB7A..FB7D    ; NFKC_CF; 0686
FB7E..FB81    ; NFKC_CF; 0687
FB82..FB83    ; NFKC_CF; 068D
FB84..FB85    ; NFKC_CF; 068C
FB86..FB87    ; NFKC_CF; 068E
FB88..FB89    ; NFKC_CF; 0688
FB8A..FB8B    ; NFKC_CF; 0698
FB8C..FB8D    ; NFKC_CF; 0691
FB8E..FB91    ; NFKC_CF; 06A9
FB92..FB95    ; NFKC_CF; 06AF
FB96..FB99    ; NFKC_CF; 06B3
FB9A..FB9D    ; NFKC_CF; 06B1
FB9E..FB9F    ; NFKC_CF; 06BA
FBA0..FBA3    ; NFKC_CF; 06BB
FBA4..FBA5    ; NFKC_CF; 06C0
FBA6..FBA9    ; NFKC_CF; 06C1
FBAA..FBAD    ; NFKC_CF; 06BE
FBAE..FBAF    ; NFKC_CF; 06D2
FBB0..FBB1    ; NFKC_CF; 06D3
FBD3..FBD6    ; NFKC_CF; 06AD
FBD7..FBD8    ; NFKC_CF; 06C7
FBD9..FBDA    ; NFKC_CF; 06C6
FBDB..FBDC    ; NFKC_CF; 06C8
FBDD          ; NFKC_CF; 06C7 0674
FBDE..FBDF    ; NFKC_CF; 06CB
FBE0..FBE1    ; NFKC_CF; 06C5
FBE2..FBE3    ; NFKC_CF; 06C9
FBE4..FBE7    ; NFKC_CF; 06D0
FBE8..FBE9    ; NFKC_CF; 0649
FBEA..FBEB    ; NFKC_CF; 0626 0627
FBEC..FBED    ; NFKC_CF; 0626 06D5
FBEE..FBEF    ; NFKC_CF; 0626 0648
FBF0..FBF1    ; NFKC_CF; 0626 06C7
FBF2..FBF3    ; NFKC_CF; 0626 06C6
FBF4..FBF5    ; NFKC_CF; 0626 06C8
FBF6..FBF8    ; NFKC_CF; 0626 06D0
FBF9..FBFB    ; NFKC_CF; 0626 0649
FBFC..FBFF    ; NFKC_CF; 06CC
FC00          ; NFKC_CF; 0626 062C
FC01          ; NFKC_CF; 0626 062D
FC02          ; NFKC_CF; 0626 0645
FC03          ; NFKC_CF; 0626 0649
FC04          ; NFKC_CF; 0626 064A
FC05          ; NFKC_CF; 0628 062C
FC06          ; NFKC_CF; 0628 062D
FC07          ; NFKC_CF; 0628 062E
FC08          ; NFKC_CF; 0628 0645
FC09          ; NFKC_CF; 0628 0649
FC0A          ; NFKC_CF; 0628 064A
FC0B          ; NFKC_CF; 062A 062C
FC0C          ; NFKC_CF; 062A 062D
FC0D          ; NFKC_CF; 062A 062E
FC0E          ; NFKC_CF; 062A 0645
FC0F          ; NFKC_CF; 062A 0649
FC10          ; NFKC_CF; 062A 064A
FC11          ; NFKC_CF; 062B 062C
FC12          ; NFKC_CF; 062B 0645
FC13          ; NFKC_CF; 062B 0649
FC14          ; NFKC_CF; 062B 064A
FC15          ; NFKC_CF; 062C 062D
FC16          ; NFKC_CF; 062C 0645
FC17          ; NFKC_CF; 062D 062C
FC18          ; NFKC_CF; 062D 0645
FC19          ; NFKC_CF; 062E 062C
FC1A          ; NFKC_CF; 062E 062D
FC1B          ; NFKC_CF; 062E 0645
FC1C          ; NFKC_CF; 0633 062C
FC1D          ; NFKC_CF; 0633 062D
FC1E          ; NFKC_CF; 0633 062E
FC1F          ; NFKC_CF; 0633 0645
FC20          ; NFKC_CF; 0635 062D
FC21          ; NFKC_CF; 0635 0645
FC22          ; NFKC_CF; 0636 062C
FC23          ; NFKC_CF; 0636 062D
FC24          ; NFKC_CF; 0636 062E
FC25          ; NFKC_CF; 0636 0645
FC26          ; NFKC_CF; 0637 062D
FC27          ; NFKC_CF; 0637 0645
FC28          ; NFKC_CF; 0638 0645
FC29          ; NFKC_CF; 0639 062C
FC2A          ; NFKC_CF; 0639 0645
FC2B          ; NFKC_CF; 063A 062C
FC2C          ; NFKC_CF; 063A 0645
FC2D          ; NFKC_CF; 0641 062C
FC2E          ; NFKC_CF; 0641 062D
FC2F          ; NFKC_CF; 0641 062E
FC30          ; NFKC_CF; 0641 0645
FC31          ; NFKC_CF; 0641 0649
